,,,,,TestName,UUT Current Measurment,24 VDC Measurment,5 VDC Measurment,3.3 VDC Measurment,1.35 VDC Measurment,1.275 VDC Measurment,VDC w/18 VAC Power,VDC w/7 VAC Power,Program & Verify Hardware,Program & Verify Serial Number,Verify Software Number,AI1 Data Calibrated,AI2 Data Calibrated,AI3 Data Calibrated,AI4 Data Calibrated,AI5 Data Calibrated,AI6 Data Calibrated,AI7 Data Calibrated,AI8 Data Calibrated,AI9 Data Calibrated,AI1 Calibration,AI2 Calibration,AI3 Calibration,AI4 Calibration,AI5 Calibration,AI6 Calibration,AI7 Calibration,AI8 Calibration,AI9 Calibration,2.5V_Buf Reference,UIO1 Data Calibrated,2.5V Reference Data Calibrated,UIO1 Calibration,2.5V Reference Calibration,UI1 Data Calibrated,UI1 Calibration,AO1 Data Calibrated,AO1 Calibration,Binary Output 1 Led ON,Binary Output 2 Led ON,Binary Output 3 Led ON,Binary Output 4 Led ON,Binary Output 5 Led ON,Binary Output 6 Led ON,Binary Output 7 Led ON,Binary Output 8 Led ON,Binary Output 9 Led ON,Binary Output 10 Led ON,Binary Output 11 Led ON,Binary Output 12 Led ON,Binary Output 13 Led ON,24 VAC Binary Output 1,24 VAC Binary Output 2,24 VAC Binary Output 3,24 VAC Binary Output 4,24 VAC Binary Output 5,24 VAC Binary Output 6,24 VAC Binary Output 7,24 VAC Binary Output 8,24 VAC Binary Output 9,24 VAC Binary Output 10,24 VAC Binary Output 11,24 VAC Binary Output 12,24 VAC Binary Output 13,Binary Output 1 Led OFF,Binary Output 2 Led OFF,Binary Output 3 Led OFF,Binary Output 4 Led OFF,Binary Output 5 Led OFF,Binary Output 6 Led OFF,Binary Output 7 Led OFF,Binary Output 8 Led OFF,Binary Output 9 Led OFF,Binary Output 10 Led OFF,Binary Output 11 Led OFF,Binary Output 12 Led OFF,Binary Output 13 Led OFF,0 VAC Binary Output 1,0 VAC  Binary Output 2,0 VAC  Binary Output 3,0 VAC  Binary Output 4,0 VAC  Binary Output 5,0 VAC  Binary Output 6,0 VAC  Binary Output 7,0 VAC  Binary Output 8,0 VAC  Binary Output 9,0 VAC  Binary Output 10,0 VAC  Binary Output 11,0 VAC  Binary Output 12,0 VAC  Binary Output 13,Binary Input 1 High,Binary Input 2 High,Binary Input 3 High,Binary Input 4 High,Binary Input 5 High,Binary Input 6 High,Binary Input 7 High,Binary Input 8 High,Binary Input 9 High,Binary Input 10 High,Binary Input 11 High,Binary Input 12 High,Binary Input 13 High,Binary Input 14 High,Binary Input 15 High,Binary Input 16 High,Binary Input 1 Low,Binary Input 2 Low,Binary Input 3 Low,Binary Input 4 Low,Binary Input 5 Low,Binary Input 6 Low,Binary Input 7 Low,Binary Input 8 Low,Binary Input 9 Low,Binary Input 10 Low,Binary Input 11 Low,Binary Input 12 Low,Binary Input 13 Low,Binary Input 14 Low,Binary Input 15 Low,Binary Input 16 Low,AI1 Resistance Input Mode 10k,AI2 Resistance Input Mode 10k,AI3 Resistance Input Mode 10k,AI4 Resistance Input Mode 10k,AI5 Resistance Input Mode 10k,AI6 Resistance Input Mode 10k,AI7 Resistance Input Mode 10k,AI8 Resistance Input Mode 10k,AI9 Resistance Input Mode 10k,AO1 Voltage Output Mode 10V,AO1 Voltage Output Mode 0V,AO1 Current Output Mode 10 mA,AO1 Current Output Mode 0 mA,AO1 PWM Output Mode 80Hz,UI1 Voltage Input Mode 10V,UI1 Current Input Mode 10mA,UI1 Resistance Input Mode 10k,UIO1 Current Input Mode 10mA,UIO1 Resistance Input Mode 10k,UIO1 Binary Input Mode "0",UIO1 Binary Input Mode "1",UIO1 Voltage Output Mode 10V,UIO1 Voltage Output Mode 0V,UART Test,UART LED11 Test,UART LED12 Test,UART LED13 Test,UART LED14 Test,USB Host J2 Test,USB Device P13 Test,Ethernet Loockback Test,System LEDs Test ON,LED9 Test ON,LED10 Test ON,LED3 Test ON,System LEDs Test OFF,LED9 Test OFF,LED10 Test OFF,LED3 Test OFF,LCD Display 1 Test,LCD Display 2 Test,Push-Bottom Test,Setting Calibration RTC_CLK_OUT,RTC_CLK_OUT Test,Match Date Calibration,Incrementing Date,Mac Address Assigment,Mac Address Assigned,Hardware Programmed,Serial Number Programmed,Login to SO and Change Directory,Request Cert and Certificate Installed,PS Processor Version,Device Tree md5sum,Device Tree (copy) md5sum,Field Kernel md5sum,Field Kernel (copy) md5sum,Recovery Kernel md5sum,U-boot md5sum,Reset Controller
S210900607,13/07/2022 18:03:15,263.24s,2,Failed,Push-Bottom Test,0.174103,23.7946506,5.00589489,3.33423616,1.35174232,1.2761359,23.7930611,4.23209295,Passed,Passed,011F81,0288FFDC7FE20B109C490012,0289FFE27FDF0B109C4D0010,028AFFD97FD80B0B9C4B0017,028BFFDA7FD40B089C4D0019,028CFFD57FD80B069C480021,028DFFD97FD80B089C4E0013,028EFFD17FD50B099C4E001A,028FFFDC7FDD0B0B9C500013,0290FFCE7FDC0B0E9C500017,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,2499.50377,028544CB000A575F000F9C5BFFC12735,02929C38,Passed,Passed,0286DAB6782F0BA16E4100098A520010,Passed,02876E23001D,Passed,19686,39822,44665,43019,46693,63368,56226,44234,50925,57805,70318,37637,18437,23.8267082,23.8267519,23.8268025,23.8285472,23.8292479,23.8291421,23.8291728,23.8284275,23.8287105,23.8282036,23.8282634,23.8205307,23.8309365,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0929318343,0.0858296496,0.0800513119,0.0884312117,0.064768213,0.0412478286,0.0393363142,0.0266803233,0.0158299986,0.011762946,0.0121808453,0.019128213,0.0204348541,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10000,9999,10000,9999,9999,10000,9999,9999,9999,10.06,0.00,10.09,0.00,80.32,10.00,9.99,9998,10.01,10008,Passed,Passed,10.01,0.04,Passed,7733,34114,7371,16410,Passed,Passed,Passed,Passed,50238,81611,14427,Passed,0,0,0,Passed,Passed,Failed,,,,,,,,,,,,,,,,,,
S210900607,13/07/2022 18:04:56,19.78s,2,Passed,,0.174301,23.7943432,5.00592901,3.33421976,1.35175916,1.27613767,23.7928787,4.26884163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,,,,,,,,,,,,,,,,,,
S210900607,13/07/2022 18:06:08,19.74s,2,Passed,,0.174393,23.7908696,5.00578112,3.33426862,1.35168877,1.27609994,23.7917732,4.27272704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,,,,,,,,,,,,,,,,,,
S210900607,13/07/2022 18:06:46,20.14s,2,Passed,,0.174133,23.7906913,5.00584148,3.33424302,1.35169736,1.27611316,23.7917983,4.20228186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,,,,,,,,,,,,,,,,,,
S210900607,13/07/2022 18:07:34,19.86s,2,Passed,,0.174469,23.7905857,5.00581408,3.33428105,1.35169706,1.27611154,23.7918526,4.23233809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,,,,,,,,,,,,,,,,,,
S210900607,13/07/2022 18:09:36,19.79s,2,Passed,,0.174881,23.7897155,5.00591355,3.33422339,1.35173331,1.27612868,23.7908839,4.17952406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,,,,,,,,,,,,,,,,,,
S210900607,13/07/2022 18:33:56,417.89s,2,Passed,,0.175507,23.7877154,5.00566751,3.33433676,1.35154624,1.27604886,23.7862805,4.21936567,Passed,Passed,011F81,0288FFCF7FE40B089C520008,0289FFD87FE10B079C470011,028AFFD27FDD0B039C470011,028BFFD07FD70B009C4A0016,028CFFD17FDC0B009C4D0016,028DFFD07FDC0B009C490013,028EFFCA7FDA0B029C4B0016,028FFFD57FE30B039C4D0010,0290FFCC7FE40B069C4F0017,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,2499.48721,028544C8000B576000129C5AFFBC2739,02929C38,Passed,Passed,0286DABE78350BA86E4200088A1D0016,Passed,02876E23001A,Passed,18651,37722,42887,41446,46748,62274,55151,42213,49671,56434,69706,37293,18222,23.8290598,23.8292756,23.8294631,23.830861,23.8313039,23.8313248,23.8313039,23.8311303,23.8314966,23.8300001,23.8300666,23.8226279,23.8326991,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00785297851,0.0116582266,0.0125381214,0.0129044973,0.00841139837,0.0142782765,0.0155794983,0.0167754911,0.023286301,0.0305400745,0.0322856811,0.025129473,0.0304909876,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,9999,9999,9998,9999,9999,9998,9999,9997,9998,10.06,0.00,10.09,0.00,80.29,10.00,9.99,9995,10.02,10012,Passed,Passed,9.99,0.04,Passed,8089,34315,7371,16410,Passed,Passed,Passed,Passed,50515,81714,14685,Passed,0,0,0,Passed,Passed,Passed,Passed,32770.7111,Passed,Passed,Passed,00:12:EA:11:00:00,Passed,Passed,Passed,Passed,25, 3a70eea449ac4a1d768753ec9c26c3d9, 3a70eea449ac4a1d768753ec9c26c3d9, 162441d06a4f1928a4d032085114e5d9, 162441d06a4f1928a4d032085114e5d9, 43f385263d267c78bc9e2f89d1e54cb7, c96afdbb7d6771e539bea3d6568e9be8,Passed
S210900607,13/07/2022 18:44:39,19.89s,2,Passed,,0.175507,23.7882438,5.00569367,3.33441203,1.35154341,1.27604404,23.7869694,4.26017602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,,,,,,,,,,,,,,,,,,
S210900607,13/07/2022 18:45:37,19.81s,2,Passed,,0.175125,23.7866568,5.00570552,3.33435252,1.35158053,1.27606209,23.7875855,4.26330429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,,,,,,,,,,,,,,,,,,
S210900607,13/07/2022 18:46:19,19.72s,2,Passed,,0.175339,23.7873052,5.00572142,3.33435588,1.35160864,1.27606953,23.7884811,4.2694729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,,,,,,,,,,,,,,,,,,
S210900607,13/07/2022 18:46:50,19.91s,2,Passed,,0.175125,23.7884276,5.00575011,3.3343087,1.35164006,1.27608974,23.7896539,4.2023111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,,,,,,,,,,,,,,,,,,
S210900607,13/07/2022 18:47:19,19.69s,2,Passed,,0.175339,23.7891416,5.00585088,3.33428254,1.35167289,1.2761157,23.7902077,4.26948417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,,,,,,,,,,,,,,,,,,
S210900607,13/07/2022 18:47:57,29.97s,2,Passed,,0.175095,23.789873,5.005811,3.33424448,1.35168538,1.27611016,23.7909747,4.2519311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,,,,,,,,,,,,,,,,,,
S210900607,13/07/2022 18:52:38,58.04s,2,Passed,,0.174759,23.7912343,5.00587226,3.3341799,1.351709,1.27612119,23.7896476,4.27518876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,,,,,,,,,,,,,,,,,,
S210900607,13/07/2022 18:54:22,87.09s,2,Failed,Push-Bottom Test,0.174713,23.7911218,5.00594166,3.33417315,1.35174408,1.27613111,23.7920193,4.24836458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Failed,,,,,,,,,,,,,,,,,,
S210900607,13/07/2022 18:54:55,19.87s,2,Passed,,0.174591,23.7926287,5.00593045,3.33414859,1.35177299,1.27614461,23.7938921,4.271816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,,,,,,,,,,,,,,,,,,
S210900607,13/07/2022 19:03:23,418.05s,2,Passed,,0.174637,23.789601,5.00577335,3.33420609,1.35167487,1.27609938,23.7907755,4.26355912,Passed,Passed,011F81,0288FFE47FE60B0C9C46000D,0289FFE87FE20B0C9C4E0005,028AFFE37FDD0B069C450017,028BFFE27FD80B039C470010,028CFFE07FDE0B029C44001C,028DFFE27FDE0B039C3E0022,028EFFDC7FDB0B049C4B0012,028FFFE47FE30B079C4A0011,0290FFD97FE30B099C540014,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,2499.49685,028544C9000C575E00109C4FFFEC2725,02929C38,Passed,Passed,0286DAC3782F0B9D6E4100078A210015,Passed,02876E230019,Passed,18437,37466,42821,41517,46303,62196,55297,42145,50098,56572,69761,37722,18222,23.8315824,23.8318876,23.8320271,23.8332929,23.8339051,23.8340999,23.8343005,23.8341617,23.8344311,23.8330051,23.8330102,23.825495,23.8356585,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123914072,0.129526224,0.1595804,0.130989226,0.107173941,0.120359577,0.110801244,0.105467702,0.10702474,0.111449547,0.108084123,0.0905536444,0.093653419,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,9999,9999,9999,9999,9999,9999,9999,9999,9999,10.06,0.00,10.09,0.00,80.30,10.00,10.00,9999,10.01,10008,Passed,Passed,10.01,0.04,Passed,7371,34012,7371,15932,Passed,Passed,Passed,Passed,50004,81601,14427,Passed,0,0,0,Passed,Passed,Passed,Passed,32770.6895,Passed,Passed,Passed,00:12:EA:11:00:00,Passed,Passed,Passed,Passed,25, 3a70eea449ac4a1d768753ec9c26c3d9, 3a70eea449ac4a1d768753ec9c26c3d9, 162441d06a4f1928a4d032085114e5d9, 162441d06a4f1928a4d032085114e5d9, 43f385263d267c78bc9e2f89d1e54cb7, c96afdbb7d6771e539bea3d6568e9be8,Passed
