,,,,,TestName,Presence Rivet 1,Presence Rivet 2,Presence Rivet 3,Presence Rivet 4,Presence Rivet 5,Presence Rivet 6,Presence Rivet 7,Presence Rivet 8,UUT Current Measurment,24 VDC Measurment,5 VDC Measurment,3.3 VDC Measurment,5V_Pressure_Transducer Measurment,VDC w/18 VAC Power,VDC w/7 VAC Power,Program & Verify Hardware,Program & Verify Serial Number,Verify Software Number,2.5V_Buf Reference,UIO1 Data Calibrated,UIO2 Data Calibrated,2.5V Reference Data Calibrated,UIO1 Calibration,UIO2 Calibration,2.5V Reference Calibration,UI1 Data Calibrated,UI2 Data Calibrated,UI3 Data Calibrated,UI4 Data Calibrated,UI5 Data Calibrated,UI6 Data Calibrated,UI7 Data Calibrated,UI1 Calibration,UI2 Calibration,UI3 Calibration,UI4 Calibration,UI5 Calibration,UI6 Calibration,UI7 Calibration,AO1 Data Calibrated,AO2 Data Calibrated,AO3 Data Calibrated,AO4 Data Calibrated,AO1 Calibration,AO2 Calibration,AO3 Calibration,AO4 Calibration,Binary Output 1 Led ON,Binary Output 2 Led ON,Binary Output 3 Led ON,Binary Output 4 Led ON,24 VAC Binary Output 1,24 VAC Binary Output 2,24 VAC Binary Output 3,24 VAC Binary Output 4,Binary Output 1 Led OFF,Binary Output 2 Led OFF,Binary Output 3 Led OFF,Binary Output 4 Led OFF,0 VAC Binary Output 1,0 VAC Binary Output 2,0 VAC Binary Output 3,0 VAC Binary Output 4,Binary Input 1 High,Binary Input 2 High,Binary Input 3 High,Binary Input 4 High,Binary Input 5 High,Binary Input 6 High,Binary Input 1 Low,Binary Input 2 Low,Binary Input 3 Low,Binary Input 4 Low,Binary Input 5 Low,Binary Input 6 Low,AO1 Voltage Output Mode 10V,AO2 Voltage Output Mode 10V,AO3 Voltage Output Mode 10V,AO4 Voltage Output Mode 10V,AO1 Voltage Output Mode 0V,AO2 Voltage Output Mode 0V,AO3 Voltage Output Mode 0V,AO4 Voltage Output Mode 0V,AO1 Current Output Mode 10 mA,AO2 Current Output Mode 10 mA,AO3 Current Output Mode 10 mA,AO4 Current Output Mode 10 mA,AO1 Current Output Mode 0 mA,AO2 Current Output Mode 0 mA,AO3 Current Output Mode 0 mA,AO4 Current Output Mode 0 mA,AO3 PWM Output Mode 80Hz,AO4 PWM Output Mode 80Hz,UI1 Voltage Input Mode 10V,UI2 Voltage Input Mode 10V,UI3 Voltage Input Mode 10V,UI4 Voltage Input Mode 10V,UI5 Voltage Input Mode 10V,UI6 Voltage Input Mode 10V,UI7 Voltage Input Mode 10V,UI1 Current Input Mode 10mA,UI2 Current Input Mode 10mA,UI3 Current Input Mode 10mA,UI4 Current Input Mode 10mA,UI5 Current Input Mode 10mA,UI6 Current Input Mode 10mA,UI7 Current Input Mode 10mA,UI1 Resistance Input Mode 10k,UI2 Resistance Input Mode 10k,UI3 Resistance Input Mode 10k,UI4 Resistance Input Mode 10k,UI5 Resistance Input Mode 10k,UI6 Resistance Input Mode 10k,UI7 Resistance Input Mode 10k,UIO1 Current Input Mode 10mA,UIO2 Current Input Mode 10mA,UIO1 Resistance Input Mode 10k,UIO2 Resistance Input Mode 10k,UIO1 Binary Input Mode "0",UIO2 Binary Input Mode "0",UIO1 Binary Input Mode "1",UIO2 Binary Input Mode "1",UIO1 Voltage Output Mode 10V,UIO2 Voltage Output Mode 10V,UIO1 Voltage Output Mode 0V,UIO2 Voltage Output Mode 0V,Rotary Address 1 SW1,Rotary Address 2 SW1,Rotary Address 3 SW1,Rotary Address 4 SW1,Rotary Address 5 SW1,Rotary Address 6 SW1,Rotary Address 7 SW1,Rotary Address 8 SW1,Rotary Address 9 SW1,Rotary Address 1 SW2,Rotary Address 2 SW2,Rotary Address 3 SW2,Rotary Address 4 SW2,Rotary Address 5 SW2,Rotary Address 6 SW2,Rotary Address 7 SW2,Rotary Address 8 SW2,Rotary Address 9 SW2,J11 Address J11.1,J11 Address J11.3,J11 Address J11.5,J11 Address J11.7
S224900541,11/12/2022 12:29:07 a. m.,257.51s,1,Passed,,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0.1518,25.0982,4.9908,3.3333,5.0953,23.7447,16.5197,Passed,Passed,014565,2491.41,024F44D7000756FA00019C09000326E9,025044D6FFF05717FFEB9C0FFFEA26FA,025D9BB7,Passed,Passed,Passed,0251DAD9781B0B726DD5000589A60006,0252DB0C78360B766D73000489220003,0253DB69787C0B7F6D9E0003897B0002,0254DB7C78600B746DD4000989B80008,0255DADA782B0B786E1D00028A0B0001,0256DB3E78600B8C6DDDFFF189B4FFEE,0257DB2778330B6F6E1D00098A1D0009,Passed,Passed,Passed,Passed,Passed,Passed,Passed,02586DE8000A,02596DCAFFF4,025A6DF4FFF4,025B6E0B0007,Passed,Passed,Passed,Passed,32864,45905,38718,45905,23.94,23.94,23.94,23.96,0,0,0,0,0.17,0.17,0.13,0.11,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10.05,10.03,10.06,10.05,0.01,0.00,0.01,0.01,10.15,10.09,10.10,10.15,0.00,0.00,0.00,0.00,80.00,80.00,10.10,10.09,10.10,10.09,10.10,10.09,10.10,10.01,10.00,10.01,10.01,10.01,10.00,10.01,9993,9995,9998,9996,9997,9999,9998,10.01,10.01,9994,10017,Passed,Passed,Passed,Passed,10.02,10.01,0.01,0.01,10,20,30,20,40,50,60,70,80,1,2,3,2,4,5,4,6,7,89,88,86,82
S224900541,11/12/2022 12:33:34 a. m.,258.72s,1,Passed,,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0.1518,25.1057,4.9908,3.3334,5.0953,23.7220,16.1922,Passed,Passed,014565,2490.90,024F44D8000656FA00039C0B000226E7,025044D7FFF15717FFEE9C0FFFED26F6,025D9BAE,Passed,Passed,Passed,0251DAD378170B716DD6000689B00005,0252DB0478320B776D73000389220002,0253DB64787A0B7E6D9E0004897B0002,0254DB76785C0B746DD5000889B90009,0255DAD478280B7A6E1E00018A000001,0256DB36785C0B8B6DDDFFF289B4FFEF,0257DB2278310B706E1E00088A1D0008,Passed,Passed,Passed,Passed,Passed,Passed,Passed,02586DE9000A,02596DCBFFF5,025A6DF4FFF5,025B6E0B0006,Passed,Passed,Passed,Passed,32757,45733,38636,45733,23.94,23.94,23.94,23.96,0,0,0,0,0.17,0.18,0.14,0.13,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10.05,10.03,10.09,10.05,0.01,0.00,0.01,0.01,10.10,10.10,10.07,10.14,0.00,0.00,0.00,0.00,80.00,80.00,10.10,10.09,10.10,10.09,10.10,10.09,10.10,10.01,10.01,10.01,10.01,10.01,10.00,10.01,9998,9999,9998,10000,10000,9999,9999,10.01,10.01,9996,10018,Passed,Passed,Passed,Passed,10.02,10.01,0.01,0.01,10,20,30,20,40,50,60,70,80,1,2,3,2,4,5,4,6,7,89,88,86,82
S224900541,11/12/2022 12:38:46 a. m.,258.70s,1,Passed,,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0.1523,25.0762,4.9908,3.3332,5.0952,23.7424,16.2258,Passed,Passed,014565,2490.73,024F44D7000756F900029C07000526E2,025044D5FFF15717FFED9C0CFFEE26F4,025D9BAC,Passed,Passed,Passed,0251DAD4781A0B726DD5000689AF0005,0252DB0378350B776D72000389210002,0253DB64787C0B7E6D9E0003897C0002,0254DB74785D0B746DD4000889BA0009,0255DAD2782A0B7A6E1C00018A050001,0256DB38785F0B8B6DDCFFF189B0FFEF,0257DB2478340B716E1D00088A220006,Passed,Passed,Passed,Passed,Passed,Passed,Passed,02586DE8000A,02596DCAFFF4,025A6DF4FFF4,025B6E0B0005,Passed,Passed,Passed,Passed,32757,45790,38636,45790,23.94,23.94,23.94,23.96,0,0,0,0,0.17,0.17,0.13,0.11,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10.05,10.03,10.04,10.05,0.01,0.00,0.01,0.01,10.10,10.09,10.06,10.15,0.00,0.00,0.00,0.00,80.00,80.00,10.10,10.10,10.10,10.09,10.09,10.09,10.10,10.01,10.01,10.01,10.01,10.01,10.00,10.01,9998,9998,9998,10000,9999,9999,9999,10.01,10.01,9992,10016,Passed,Passed,Passed,Passed,10.02,10.01,0.01,0.01,10,20,30,40,50,60,70,80,90,1,2,3,2,4,5,4,6,7,89,88,86,82
S224900503,11/12/2022 12:42:27 a. m.,177.33s,2,Failed,Binary Input 6 High,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0.1526,25.0202,4.9911,3.3382,5.0846,23.7232,16.4277,Passed,Passed,014565,2488.52,024F44B90007573400039BDB001026EE,025044C0FFEF5737FFED9BEBFFEA26FB,025D9B88,Passed,Passed,Passed,0251DBAE78930B7E6DE7000589C20005,0252DBBA78A00B836E1500068A0A0005,0253DBB078760B786DD5000489CC0003,0254DB9478880B7A6D8D000989560007,0255DBCE788B0B7C6DB60003899C0002,0256DBD478A50B926DCFFFF089B9FFEF,0257DC0B78BC0B7F6DAA000A89760009,Passed,Passed,Passed,Passed,Passed,Passed,Passed,02586E20000A,02596E14FFF4,025A6E08FFF4,025B6DF60007,Passed,Passed,Passed,Passed,24850,27786,62353,45441,23.94,23.94,23.94,23.96,0,0,0,0,0.07,0.08,0.08,0.07,Passed,Passed,Passed,Passed,Passed,Failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S224900503,11/12/2022 01:46:13 a. m.,259.02s,2,Passed,,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0.1531,25.0645,4.9913,3.3387,5.0847,23.5897,16.4059,Passed,Passed,014565,2490.33,024F44B90008573000049BECFFF826F1,025044BFFFF25735FFEE9BE7FFEF2700,025D9BA5,Passed,Passed,Passed,0251DBB1789F0B7F6DE3000789BE0005,0252DBBC78B10B866E1000048A050003,0253DBB378830B796DD3000589C60003,0254DB9878920B7B6D88000B89510008,0255DBD2789B0B7F6DB2000389930001,0256DBD578B20B926DCAFFF289ABFFF2,0257DC1178CB0B816DA5000989720007,Passed,Passed,Passed,Passed,Passed,Passed,Passed,02586E1B000C,02596E11FFF5,025A6E04FFF5,025B6DF10007,Passed,Passed,Passed,Passed,24046,26516,62379,43604,23.94,23.94,23.94,23.96,0,0,0,0,0.08,0.09,0.08,0.06,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10.08,10.04,9.86,10.05,0.00,0.01,0.00,0.00,10.12,10.11,10.06,10.03,0.00,0.00,0.00,0.00,80.00,80.00,10.09,10.09,10.09,10.09,10.09,10.09,10.09,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10001,10008,10008,10010,10009,10009,10009,10.01,10.01,9989,10012,Passed,Passed,Passed,Passed,10.01,10.01,0.01,0.01,10,20,30,40,50,40,60,70,80,1,2,3,4,5,4,6,7,8,89,88,86,82
S224900503,11/12/2022 01:50:40 a. m.,257.98s,2,Passed,,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0.1505,25.1458,4.9915,3.3399,5.0847,23.7320,16.3080,Passed,Passed,014565,2488.77,024F44BB0006573000049BDA000F26E2,025044C1FFF15735FFED9BE4FFF826F2,025D9B8C,Passed,Passed,Passed,0251DBCC78AF0B816DE3000789B90006,0252DBD978BF0B876E1100058A050004,0253DBCE78920B7B6DD3000489C30002,0254DBB278A20B7E6D89000989510007,0255DBEC78A90B806DB2000389930002,0256DBF078C10B956DCBFFF289ABFFF1,0257DC2B78D90B836DA5000A89730007,Passed,Passed,Passed,Passed,Passed,Passed,Passed,02586E1A000B,02596E10FFF5,025A6E03FFF5,025B6DF10006,Passed,Passed,Passed,Passed,23882,25925,61852,43795,23.94,23.94,23.94,23.96,0,0,0,0,0.11,0.12,0.11,0.09,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10.08,10.05,10.02,10.06,0.00,0.01,0.00,0.00,10.11,10.11,10.10,10.05,0.00,0.00,0.00,0.00,80.00,80.00,10.09,10.09,10.09,10.09,10.09,10.09,10.09,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10002,10002,10003,10004,10003,10003,10004,10.01,10.01,9992,10014,Passed,Passed,Passed,Passed,10.01,10.00,0.01,0.01,10,20,30,40,50,40,60,70,140,1,2,3,4,5,4,6,7,8,89,88,86,82
S224900503,11/12/2022 01:55:05 a. m.,256.38s,2,Passed,,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0.1505,25.1653,4.9916,3.3407,5.0848,23.7781,16.7908,Passed,Passed,014565,2488.84,024F44B90008572E00039BE1000426E9,025044C0FFEF5733FFED9BEBFFEC26F6,025D9B8D,Passed,Passed,Passed,0251DBDB78B60B826DE1000689B90006,0252DBE778C60B886E0E00058A010004,0253DBDE789A0B7C6DD0000589BD0004,0254DBC278AA0B7E6D86000A89510007,0255DBFB78B00B806DB0000389930001,0256DBFF78C80B956DC8FFF289A6FFF1,0257DC3A78E00B826DA50008896D0009,Passed,Passed,Passed,Passed,Passed,Passed,Passed,02586E17000C,02596E0EFFF5,025A6E02FFF4,025B6DEE0007,Passed,Passed,Passed,Passed,23882,26223,61879,43346,23.94,23.94,23.94,23.96,0,0,0,0,0.07,0.09,0.08,0.07,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10.09,10.05,10.12,10.05,0.00,0.01,0.00,0.00,10.09,10.11,10.07,10.04,0.00,0.00,0.00,0.00,80.00,80.00,10.09,10.09,10.09,10.09,10.09,10.09,10.09,10.01,10.00,10.00,10.00,10.00,10.00,10.00,10001,10001,10001,10001,10001,10003,10003,10.01,10.01,9996,10015,Passed,Passed,Passed,Passed,10.00,10.01,0.01,0.01,10,20,30,40,50,40,60,70,80,1,2,3,4,5,4,6,7,8,89,88,86,82
S224900503,11/12/2022 01:59:31 a. m.,257.62s,2,Passed,,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0.1505,25.1751,4.9916,3.3412,5.0848,23.7337,16.2300,Passed,Passed,014565,2488.90,024F44BC0006572F00049BEDFFF926DB,025044C2FFF15736FFED9BECFFEC26F1,025D9B8E,Passed,Passed,Passed,0251DBDA78B60B816DE4000689BD0006,0252DBE678C60B886E12000489FF0004,0253DBDD78990B7B6DD4000489C20003,0254DBC178A90B7D6D8A0008894C0008,0255DBFA78B00B816DB5000189920001,0256DBFE78C70B946DCAFFF289ABFFF1,0257DC3A78E10B836DA7000789720008,Passed,Passed,Passed,Passed,Passed,Passed,Passed,02586E1A000C,02596E11FFF5,025A6E04FFF6,025B6DF10006,Passed,Passed,Passed,Passed,23380,25624,61092,44172,23.94,23.94,23.94,23.96,0,0,0,0,0.07,0.08,0.08,0.07,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10.09,10.03,10.09,10.05,0.00,0.01,0.00,0.00,10.10,10.11,10.10,10.06,0.00,0.00,0.00,0.00,80.00,80.00,10.09,10.09,10.09,10.09,10.09,10.09,10.09,10.00,10.00,10.00,10.00,10.00,10.00,10.00,9999,10001,10001,10000,10002,10001,10002,10.01,10.01,9979,10008,Passed,Passed,Passed,Passed,10.00,10.01,0.01,0.01,10,20,30,40,50,40,60,70,80,1,2,3,4,5,4,6,7,8,89,88,86,82
S224900503,11/12/2022 02:04:00 a. m.,257.48s,2,Passed,,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0.1508,25.1765,4.9916,3.3414,5.0848,23.7100,16.5105,Passed,Passed,014565,2490.41,024F44B90007572D00039BE5000026FD,025044BFFFF25732FFEF9BE7FFE9270A,025D9BA7,Passed,Passed,Passed,0251DBE778BE0B826DDF000789B30006,0252DBF478D10B886E0E000489FF0004,0253DBE978A10B7C6DD0000489BE0002,0254DBCC78B00B7E6D860009894C0008,0255DC0678B90B816DAF0004898E0002,0256DC0B78D10B956DC8FFF289AFFFEF,0257DC4678E90B846DA40009896D0009,Passed,Passed,Passed,Passed,Passed,Passed,Passed,02586E18000A,02596E0EFFF5,025A6E00FFF6,025B6DED0008,Passed,Passed,Passed,Passed,24209,26948,62560,42350,23.94,23.94,23.94,23.96,0,0,0,0,0.09,0.11,0.11,0.10,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10.10,10.03,10.09,10.05,0.00,0.01,0.00,0.00,10.13,10.10,10.08,10.07,0.00,0.00,0.00,0.00,80.00,80.00,10.09,10.09,10.09,10.09,10.09,10.09,10.09,10.00,10.00,10.00,10.00,10.00,10.00,10.00,9999,9998,10000,10001,9999,10000,9999,10.01,10.01,10000,10018,Passed,Passed,Passed,Passed,10.00,10.01,0.01,0.01,10,20,30,40,50,40,60,70,140,1,2,3,4,5,4,6,7,8,89,88,86,82
S224900503,11/12/2022 02:08:27 a. m.,258.42s,2,Passed,,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0.1508,25.1842,4.9917,3.3416,5.0848,23.5108,16.2814,Passed,Passed,014565,2490.44,024F44B90008572D00029BE1000526EE,025044C0FFF15733FFEE9BEAFFE82702,025D9BA7,Passed,Passed,Passed,0251DBED78BE0B836DE0000589B40006,0252DBFB78CB0B886E0E00048A050004,0253DBF078A00B7E6DD0000389BD0003,0254DBD278B00B7E6D87000889470008,0255DC0E78B50B806DB00003898E0002,0256DC1278CF0B966DC7FFF189AAFFF0,0257DC4C78E70B836DA2000B896D0009,Passed,Passed,Passed,Passed,Passed,Passed,Passed,02586E16000A,02596E0DFFF5,025A6E00FFF5,025B6DED0006,Passed,Passed,Passed,Passed,23549,25775,60674,44967,23.94,23.94,23.94,23.96,0,0,0,0,0.11,0.13,0.12,0.11,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10.09,10.03,10.07,10.05,0.00,0.01,0.00,0.00,10.12,10.10,10.09,10.03,0.00,0.00,0.00,0.00,80.00,80.00,10.09,10.09,10.09,10.09,10.09,10.09,10.09,10.01,10.00,10.00,10.00,10.00,10.00,10.00,9995,10001,10000,10000,10001,10001,10002,10.01,10.01,9988,10011,Passed,Passed,Passed,Passed,10.01,10.00,0.01,0.01,10,20,30,40,50,60,70,80,90,1,2,3,4,5,4,6,7,8,89,88,86,82
S224900503,11/12/2022 02:15:00 a. m.,258.58s,2,Passed,,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0.1517,25.1306,4.9915,3.3396,5.0847,23.7338,16.7052,Passed,Passed,014565,2489.16,024F44B90008572E00049BE8FFF926EE,025044C0FFF25734FFEE9BEAFFE22700,025D9B92,Passed,Passed,Passed,0251DBD778B50B816DE0000689B90006,0252DBE378C60B876E0F00058A000004,0253DBD978970B7C6DD1000489BD0004,0254DBBC78A80B7D6D87000989470009,0255DBF678AF0B806DB00004898E0002,0256DBFB78C70B956DC8FFF189ABFFF0,0257DC3578E00B836DA30009896E0008,Passed,Passed,Passed,Passed,Passed,Passed,Passed,02586E18000B,02596E0EFFF4,025A6E01FFF6,025B6DEE0007,Passed,Passed,Passed,Passed,23549,25624,60926,44482,23.94,23.94,23.94,23.96,0,0,0,0,0.07,0.09,0.09,0.09,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10.09,10.04,10.11,10.05,0.00,0.01,0.00,0.00,10.12,10.10,10.10,10.06,0.00,0.00,0.00,0.00,80.00,80.00,10.09,10.09,10.09,10.09,10.09,10.09,10.09,10.01,10.00,10.00,10.00,10.00,10.00,10.00,10003,10003,10005,10004,10004,10004,10004,10.01,10.01,9994,10015,Passed,Passed,Passed,Passed,10.01,10.00,0.01,0.01,10,20,30,40,50,40,60,70,80,1,2,3,4,5,4,6,7,8,89,88,86,82
S224900503,11/12/2022 02:19:29 a. m.,258.20s,2,Passed,,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0.1509,25.1811,4.9917,3.3414,5.0848,23.7199,22.9420,Passed,Passed,014565,2490.14,024F44B90007572C00049BDD000426EF,025044BFFFF25732FFEE9BE8FFEC26FE,025D9BA2,Passed,Passed,Passed,0251DBEA78BC0B826DDF000689B40006,0252DBF578CA0B886E0D00058A010004,0253DBEC789F0B7D6DCF000589B80004,0254DBD078B00B7E6D880008894C0008,0255DC0978B50B806DAF0004898E0002,0256DC0F78CE0B966DC5FFF389A7FFF1,0257DC4878E60B846DA20009896D0008,Passed,Passed,Passed,Passed,Passed,Passed,Passed,02586E16000B,02596E0DFFF4,025A6DFFFFF5,025B6DEC0006,Passed,Passed,Passed,Passed,23549,25925,60842,44847,23.94,23.94,23.94,23.96,0,0,0,0,0.11,0.13,0.12,0.10,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10.09,10.03,10.01,10.07,0.00,0.01,0.00,0.00,10.12,10.10,10.07,10.03,0.00,0.00,0.00,0.00,80.00,80.00,10.09,10.09,10.09,10.09,10.09,10.09,10.09,10.01,10.00,10.00,10.00,10.00,10.00,10.00,9995,10003,10001,10001,10003,10003,10003,10.01,10.01,9990,10011,Passed,Passed,Passed,Passed,10.01,10.00,0.01,0.01,10,20,30,40,50,40,60,70,80,1,2,3,4,5,4,6,7,8,89,88,86,82
S224900503,11/12/2022 02:23:54 a. m.,258.00s,2,Passed,,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0.1505,25.1936,4.9917,3.3419,5.0848,23.7876,16.4678,Passed,Passed,014565,2489.82,024F44B80008572E00039BE4000426EB,025044BFFFF25733FFED9BDBFFF426FF,025D9B9D,Passed,Passed,Passed,0251DBEF78BF0B826DE0000689B40006,0252DBFB78CE0B886E0E00058A000004,0253DBF178A20B7E6DD0000489BD0003,0254DBD578B20B806D87000889480008,0255DC0E78B80B816DB0000389930002,0256DC1478D10B966DC7FFF289AAFFF0,0257DC4D78E90B846DA3000A896D0009,Passed,Passed,Passed,Passed,Passed,Passed,Passed,02586E17000B,02596E0CFFF5,025A6DFFFFF6,025B6DEC0008,Passed,Passed,Passed,Passed,23549,26075,61258,43795,23.94,23.94,23.94,23.96,0,0,0,0,0.11,0.12,0.12,0.10,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10.09,10.04,9.95,10.05,0.00,0.01,0.00,0.00,10.12,10.10,10.07,10.07,0.00,0.00,0.00,0.00,80.00,80.00,10.09,10.09,10.09,10.09,10.09,10.09,10.09,10.00,10.00,10.00,10.00,10.00,10.00,10.00,9998,9998,9998,10000,10000,10000,10001,10.01,10.01,9988,10012,Passed,Passed,Passed,Passed,10.01,10.00,0.01,0.01,10,20,30,40,50,60,70,80,90,1,2,3,4,5,4,6,7,8,89,88,86,82
S224900532,11/12/2022 02:28:28 a. m.,256.81s,2,Passed,,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0.1525,24.9630,5.0015,3.3138,5.0811,23.4685,16.5933,Passed,Passed,014565,2497.15,024F450A0007576D00039C51000626F9,025044F3FFF25773FFEE9C5FFFE5270B,025D9C12,Passed,Passed,Passed,0251D98077810B666DD7000589A20005,0252D989776F0B686E7400018A810001,0253D97877500B5E6E1600038A000002,0254D98477650B5E6DED000A89D10008,0255D94677340B5E6DD4000189AFFFFF,0256D9AC777B0B756E28FFF28A13FFF1,0257D99477750B626DFC000789E30007,Passed,Passed,Passed,Passed,Passed,Passed,Passed,02586E33000A,02596E01FFF5,025A6E70FFF5,025B6E760004,Passed,Passed,Passed,Passed,25318,33602,54667,48184,23.94,23.94,23.94,23.96,0,0,0,0,0.11,0.13,0.12,0.11,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10.06,10.03,9.88,10.04,0.01,0.01,0.00,0.00,9.98,10.00,10.05,10.02,0.00,0.01,0.00,0.00,80.00,80.00,10.09,10.09,10.09,10.09,10.09,10.09,10.09,10.00,10.00,10.00,10.00,10.00,10.00,10.00,9996,9999,9999,9999,9999,10000,10000,10.01,10.01,9994,10021,Passed,Passed,Passed,Passed,9.99,9.99,0.01,0.01,10,20,30,40,50,40,60,70,80,1,2,3,4,5,4,6,7,8,89,88,86,82
S224900532,11/12/2022 02:32:53 a. m.,256.74s,2,Passed,,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0.1501,25.0864,5.0017,3.3135,5.0820,23.7772,16.8619,Passed,Passed,014565,2495.56,024F45090007576700039C4D000226E2,025044F1FFF2576DFFED9C53FFEB26F8,025D9BF9,Passed,Passed,Passed,0251D98777880B676DD1000589980004,0252D98B77750B686E6F00038A770002,0253D97E77560B5F6E11000389FB0001,0254D98B776B0B5F6DE8000989C70008,0255D94877390B5E6DD1000189A10001,0256D9B377810B766E22FFF18A08FFF1,0257D998777A0B626DF8000789DE0007,Passed,Passed,Passed,Passed,Passed,Passed,Passed,02586E2D0009,02596DFDFFF4,025A6E6AFFF5,025B6E700005,Passed,Passed,Passed,Passed,24850,32321,53346,47611,23.94,23.93,23.94,23.96,0,0,0,0,0.10,0.11,0.10,0.09,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10.05,10.01,10.04,10.04,0.01,0.01,0.00,0.00,9.98,10.00,10.05,10.03,0.00,0.01,0.00,0.00,80.00,80.00,10.09,10.09,10.09,10.09,10.09,10.09,10.09,10.00,10.00,10.00,10.00,10.00,10.00,10.00,9990,9998,9998,9998,9999,9999,9999,10.01,10.01,9986,10016,Passed,Passed,Passed,Passed,9.99,9.99,0.01,0.01,10,20,30,40,50,60,70,80,90,1,2,3,4,5,4,6,7,8,89,88,86,82
S224900532,11/12/2022 02:38:05 a. m.,257.52s,2,Passed,,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0.1507,25.0723,5.0017,3.3136,5.0818,23.5757,16.6567,Passed,Passed,014565,2495.62,024F45090008576700039C55FFFC26DB,025044F1FFF2576EFFED9C65FFD626F9,025D9BFA,Passed,Passed,Passed,0251D98377870B686DD1000589980004,0252D98577750B676E6F00038A770003,0253D97A77560B5F6E12000289F70001,0254D988776B0B5F6DE8000889CB0007,0255D943773A0B5E6DD1000289A20002,0256D9AF77810B766E22FFF08A0EFFEF,0257D99377790B626DF8000989DE0008,Passed,Passed,Passed,Passed,Passed,Passed,Passed,02586E2D000A,02596DFCFFF5,025A6E6AFFF5,025B6E700005,Passed,Passed,Passed,Passed,24850,32431,53064,47664,23.94,23.93,23.94,23.96,0,0,0,0,0.09,0.10,0.09,0.07,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10.06,10.02,9.98,10.04,0.01,0.01,0.00,0.00,9.96,10.00,10.04,10.02,0.00,0.01,0.00,0.00,80.00,80.00,10.09,10.09,10.09,10.09,10.09,10.09,10.09,10.01,10.00,10.00,10.00,10.00,10.00,10.00,9997,9999,10000,10000,10000,10001,10001,10.01,10.01,9977,10012,Passed,Passed,Passed,Passed,9.97,9.99,0.01,0.01,10,20,30,40,50,40,60,70,80,1,2,3,4,5,4,6,7,8,89,88,86,82
