,,,,,TestName,Presence Rivet 1,Presence Rivet 2,Presence Rivet 3,Presence Rivet 4,Presence Rivet 5,Presence Rivet 6,Presence Rivet 7,Presence Rivet 8,UUT Current Measurment,24 VDC Measurment,5 VDC Measurment,3.3 VDC Measurment,5V_Pressure_Transducer Measurment,VDC w/18 VAC Power,VDC w/7 VAC Power,Program & Verify Hardware,Program & Verify Serial Number,Verify Software Number,2.5V_Buf Reference,UIO1 Data Calibrated,UIO2 Data Calibrated,2.5V Reference Data Calibrated,UIO1 Calibration,UIO2 Calibration,2.5V Reference Calibration,UI1 Data Calibrated,UI2 Data Calibrated,UI3 Data Calibrated,UI4 Data Calibrated,UI5 Data Calibrated,UI6 Data Calibrated,UI7 Data Calibrated,UI1 Calibration,UI2 Calibration,UI3 Calibration,UI4 Calibration,UI5 Calibration,UI6 Calibration,UI7 Calibration,AO1 Data Calibrated,AO2 Data Calibrated,AO3 Data Calibrated,AO4 Data Calibrated,AO1 Calibration,AO2 Calibration,AO3 Calibration,AO4 Calibration,Binary Output 1 Led ON,Binary Output 2 Led ON,Binary Output 3 Led ON,Binary Output 4 Led ON,24 VAC Binary Output 1,24 VAC Binary Output 2,24 VAC Binary Output 3,24 VAC Binary Output 4,Binary Output 1 Led OFF,Binary Output 2 Led OFF,Binary Output 3 Led OFF,Binary Output 4 Led OFF,0 VAC Binary Output 1,0 VAC Binary Output 2,0 VAC Binary Output 3,0 VAC Binary Output 4,Binary Input 1 High,Binary Input 2 High,Binary Input 3 High,Binary Input 4 High,Binary Input 5 High,Binary Input 6 High,Binary Input 1 Low,Binary Input 2 Low,Binary Input 3 Low,Binary Input 4 Low,Binary Input 5 Low,Binary Input 6 Low,AO1 Voltage Output Mode 10V,AO2 Voltage Output Mode 10V,AO3 Voltage Output Mode 10V,AO4 Voltage Output Mode 10V,AO1 Voltage Output Mode 0V,AO2 Voltage Output Mode 0V,AO3 Voltage Output Mode 0V,AO4 Voltage Output Mode 0V,AO1 Current Output Mode 10 mA,AO2 Current Output Mode 10 mA,AO3 Current Output Mode 10 mA,AO4 Current Output Mode 10 mA,AO1 Current Output Mode 0 mA,AO2 Current Output Mode 0 mA,AO3 Current Output Mode 0 mA,AO4 Current Output Mode 0 mA,AO3 PWM Output Mode 80Hz,AO4 PWM Output Mode 80Hz,UI1 Voltage Input Mode 10V,UI2 Voltage Input Mode 10V,UI3 Voltage Input Mode 10V,UI4 Voltage Input Mode 10V,UI5 Voltage Input Mode 10V,UI6 Voltage Input Mode 10V,UI7 Voltage Input Mode 10V,UI1 Current Input Mode 10mA,UI2 Current Input Mode 10mA,UI3 Current Input Mode 10mA,UI4 Current Input Mode 10mA,UI5 Current Input Mode 10mA,UI6 Current Input Mode 10mA,UI7 Current Input Mode 10mA,UI1 Resistance Input Mode 10k,UI2 Resistance Input Mode 10k,UI3 Resistance Input Mode 10k,UI4 Resistance Input Mode 10k,UI5 Resistance Input Mode 10k,UI6 Resistance Input Mode 10k,UI7 Resistance Input Mode 10k,UIO1 Current Input Mode 10mA,UIO2 Current Input Mode 10mA,UIO1 Resistance Input Mode 10k,UIO2 Resistance Input Mode 10k,UIO1 Binary Input Mode "0",UIO2 Binary Input Mode "0",UIO1 Binary Input Mode "1",UIO2 Binary Input Mode "1",UIO1 Voltage Output Mode 10V,UIO2 Voltage Output Mode 10V,UIO1 Voltage Output Mode 0V,UIO2 Voltage Output Mode 0V,Rotary Address 1 SW1,Rotary Address 2 SW1,Rotary Address 3 SW1,Rotary Address 4 SW1,Rotary Address 5 SW1,Rotary Address 6 SW1,Rotary Address 7 SW1,Rotary Address 8 SW1,Rotary Address 9 SW1,Rotary Address 1 SW2,Rotary Address 2 SW2,Rotary Address 3 SW2,Rotary Address 4 SW2,Rotary Address 5 SW2,Rotary Address 6 SW2,Rotary Address 7 SW2,Rotary Address 8 SW2,Rotary Address 9 SW2,J11 Address J11.1,J11 Address J11.3,J11 Address J11.5,J11 Address J11.7
S224900578,12/12/2022 09:17:49 a. m.,259.29s,2,Passed,,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0.1541,25.1660,4.9997,3.3154,5.0881,23.4357,16.3383,Passed,Passed,014565,2496.05,024F44F00005575800039C3F000526F7,02504515FFF15761FFEE9C4AFFE32706,025D9C01,Passed,Passed,Passed,0251D9A077700B626DE3000589C30006,0252D98977750B686DA8000489720002,0253D9BF77900B666E08000489F70001,0254D98E775B0B5B6DC60008898F0008,0255D9D277960B686E0A000189E50001,0256D98477720B766DFAFFF089E4FFEF,0257D98277720B626DE5000A89BE0008,Passed,Passed,Passed,Passed,Passed,Passed,Passed,02586E6C000C,02596E55FFF4,025A6E6BFFF4,025B6E560006,Passed,Passed,Passed,Passed,21055,25925,61285,40650,23.94,23.94,23.94,23.96,0,0,0,0,0.11,0.13,0.12,0.11,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10.04,10.03,9.87,10.05,0.01,0.02,0.01,0.02,9.99,10.03,10.02,10.02,0.00,0.03,0.01,0.03,80.00,80.00,10.09,10.09,10.09,10.09,10.09,10.09,10.09,10.00,10.00,10.00,10.00,10.00,10.00,10.00,9997,9998,9996,9998,9998,9998,9998,10.01,10.01,10000,10013,Passed,Passed,Passed,Passed,9.97,9.99,0.01,0.01,10,20,30,40,50,60,70,80,90,1,2,3,4,5,6,7,8,9,89,88,86,82
S224900578,12/12/2022 09:31:20 a. m.,259.37s,2,Passed,,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0.1522,25.1708,4.9997,3.3153,5.0881,23.6486,16.3355,Passed,Passed,014565,2494.52,024F44EF0008575800029C35000D26E9,02504515FFF05762FFEF9C42FFF226F4,025D9BE8,Passed,Passed,Passed,0251D99E776F0B616DE2000789C40006,0252D98977750B686DA9000389690004,0253D9BD778E0B666E07000489F20003,0254D98E775A0B5A6DC50009898E0009,0255D9D277960B686E0C000189E40001,0256D98377710B756DFAFFF189E0FFF1,0257D98177710B626DE7000889C80007,Passed,Passed,Passed,Passed,Passed,Passed,Passed,02586E820002,02596E6BFFEB,025A6E76FFF2,025B6E6B0003,Passed,Passed,Passed,Passed,21055,25624,60702,41798,23.94,23.94,23.94,23.96,0,0,0,0,0.09,0.10,0.09,0.06,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10.03,10.03,10.08,10.04,0.01,0.02,0.01,0.02,9.97,10.04,10.05,10.03,0.00,0.03,0.01,0.03,80.00,80.00,10.09,10.09,10.09,10.09,10.09,10.09,10.09,10.01,10.01,10.00,10.00,10.00,10.00,10.00,9998,9998,9998,9998,9998,9998,9999,10.01,10.01,9998,10012,Passed,Passed,Passed,Passed,9.97,9.99,0.01,0.01,10,20,30,10,40,50,60,70,80,1,2,3,4,5,6,7,8,9,89,88,86,82
S224900578,12/12/2022 09:35:00 a. m.,200.72s,1,Failed,,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0.1515,25.2322,4.9995,3.3149,5.0885,23.6323,16.2310,Passed,Passed,014565,2495.41,024F44EE0008575800039C44000326E7,02504515FFF15763FFEF9C49FFEA26FD,025D9BF7,Passed,Passed,Passed,0251D99A77680B616DE1000789C20005,0252D986776E0B676DA80003896A0003,0253D9BC778D0B676E0A000489EE0003,0254D98C77560B5C6DC8000989900008,0255D9D3778D0B6A6E0C000189E30001,0256D98277750B776DFBFFF189E0FFF0,0257D980776F0B626DE7000889C30007,Passed,Passed,Passed,Passed,Passed,Passed,Passed,02586E70000B,0259666C0E10,025A6E6EFFF4,025B6E590005,Passed,Passed,Passed,Passed,31763,43085,36226,43085,23.93,23.93,23.93,23.95,0,0,0,0,0.18,0.19,0.14,0.13,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S224900578,12/12/2022 09:40:42 a. m.,259.50s,1,Passed,,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0.1525,25.2059,4.9996,3.3154,5.0884,23.4797,16.0930,Passed,Passed,014565,2495.33,024F44EE0007575800039C40000626E6,02504514FFF25763FFEF9C43FFF026FB,025D9BF5,Passed,Passed,Passed,0251D99D776A0B606DE1000789C40006,0252D98977720B666DA80002896E0002,0253D9BF778F0B676E09000589F30003,0254D99077590B5C6DC70009898E0009,0255D9D677920B6B6E0B000189E50001,0256D98677770B766DFBFFF189E0FFF1,0257D98377720B626DE7000889C40007,Passed,Passed,Passed,Passed,Passed,Passed,Passed,02586E6F000C,02596E5EFFF4,025A6E6EFFF5,025B6E580005,Passed,Passed,Passed,Passed,31073,42553,35950,42553,23.93,23.93,23.93,23.95,0,0,0,0,0.17,0.18,0.13,0.11,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10.04,10.03,9.92,10.05,0.01,0.02,0.01,0.02,10.02,10.03,10.06,10.06,0.00,0.03,0.01,0.03,80.00,80.00,10.10,10.10,10.10,10.09,10.10,10.10,10.10,10.01,10.01,10.01,10.01,10.01,10.01,10.01,10000,10001,10001,10001,10000,10001,10001,10.01,10.01,9989,10014,Passed,Passed,Passed,Passed,9.97,9.99,0.01,0.01,10,20,30,20,40,50,60,70,80,1,2,3,4,5,6,7,8,9,89,88,86,82
S224900578,12/12/2022 09:45:10 a. m.,259.55s,1,Passed,,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0.1513,25.2582,4.9996,3.3148,5.0886,23.6029,23.0009,Passed,Passed,014565,2495.86,024F44EE0006575500039C41000426EB,02504515FFF15743FFFD9C48FFEA2700,025D9BFE,Passed,Passed,Passed,0251D99B77690B626DE1000689BF0006,0252D986776D0B676DA7000389690003,0253D9BE778E0B686E0A000489F20002,0254D98E77570B5C6DC70008898A0009,0255D9D3778D0B6A6E0C000289E00002,0256D98477750B776DFAFFF189E5FFEF,0257D980776F0B626DE7000889C40007,Passed,Passed,Passed,Passed,Passed,Passed,Passed,02586E70000A,02596E5EFFF3,025A6E6DFFF4,025B6E580005,Passed,Passed,Passed,Passed,31535,42821,36134,42821,23.93,23.93,23.93,23.96,0,0,0,0,0.17,0.18,0.13,0.11,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10.04,10.03,10.08,10.05,0.01,0.02,0.01,0.02,10.00,10.04,10.03,10.04,0.00,0.03,0.01,0.03,80.00,80.00,10.10,10.10,10.10,10.09,10.10,10.10,10.10,10.01,10.01,10.01,10.01,10.01,10.01,10.01,9997,10000,10000,10003,10003,10003,10003,10.01,10.00,9989,10013,Passed,Passed,Passed,Passed,9.97,9.99,0.01,0.01,10,20,30,20,40,50,60,70,80,1,2,3,4,5,6,7,8,9,89,88,86,82
S224900578,12/12/2022 09:49:44 a. m.,258.30s,2,Passed,,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0.1515,25.2594,4.9998,3.3149,5.0884,23.0389,16.2649,Passed,Passed,014565,2494.61,024F44F10005575700049C46000026EE,02504517FFEF5762FFEE9C4EFFE626F9,025D9BEA,Passed,Passed,Passed,0251D99A776E0B626DE3000689C80005,0252D98477750B686DA8000389690004,0253D9BA778E0B666E09000389F30003,0254D98A77590B5C6DC6000989930008,0255D9CD77940B686E0B000289E90001,0256D97F77700B756DFBFFF189E5FFEF,0257D97C77700B626DE7000889C40008,Passed,Passed,Passed,Passed,Passed,Passed,Passed,02586E6C000B,02596E56FFF5,025A6E6BFFF5,025B6E560006,Passed,Passed,Passed,Passed,20479,24532,59751,39198,23.94,23.93,23.94,23.96,0,0,0,0,0.11,0.12,0.11,0.09,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10.04,10.03,10.09,10.05,0.01,0.03,0.01,0.02,9.98,10.06,10.04,10.03,0.00,0.03,0.01,0.03,80.00,80.00,10.09,10.09,10.09,10.09,10.09,10.09,10.09,10.01,10.01,10.00,10.00,10.00,10.00,10.00,10001,10000,10001,10001,10001,10001,10001,10.01,10.01,10002,10015,Passed,Passed,Passed,Passed,9.97,9.98,0.01,0.01,10,20,30,10,40,50,60,70,80,1,2,3,4,5,6,7,8,9,89,88,86,82
S224900578,12/12/2022 09:54:11 a. m.,260.47s,2,Passed,,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0.1509,25.2745,4.9998,3.3150,5.0885,23.3378,16.1107,Passed,Passed,014565,2496.30,024F44EF0007575500019C47FFF826FF,02504515FFEF5760FFEB9C46FFE52708,025D9C05,Passed,Passed,Passed,0251D9A377750B626DDE000689BE0005,0252D98C77790B676DA4000689640005,0253D9C477950B686E06000289F40001,0254D99177600B5C6DC30008898F0007,0255D9D377980B686E08000389DB0004,0256D98977760B776DF7FFEF89E5FFEE,0257D98377740B616DE3000A89C70008,Passed,Passed,Passed,Passed,Passed,Passed,Passed,02586E6A000A,02596E53FFF4,025A6E68FFF4,025B6E530006,Passed,Passed,Passed,Passed,20479,24371,59986,38555,23.94,23.93,23.94,23.96,0,0,0,0,0.08,0.11,0.11,0.10,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10.04,10.03,10.08,10.05,0.01,0.02,0.01,0.02,9.98,10.06,10.04,10.02,0.00,0.03,0.01,0.03,80.00,80.00,10.09,10.09,10.09,10.09,10.09,10.09,10.09,10.00,10.01,10.00,10.00,10.01,10.00,10.00,9999,10001,10000,10001,10000,10001,10001,10.01,10.01,10002,10014,Passed,Passed,Passed,Passed,9.97,9.99,0.01,0.01,10,20,30,40,50,60,70,80,90,1,2,3,4,5,6,7,8,9,89,88,86,82
S224900578,12/12/2022 09:58:53 a. m.,259.70s,2,Passed,,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0.1517,25.2606,4.9998,3.3149,5.0884,23.5295,22.8011,Passed,Passed,014565,2496.05,024F44EF0006575200049C46FFF826E2,02504514FFF2575CFFEE9C4AFFE726F6,025D9C01,Passed,Passed,Passed,0251D9A277730B626DDE000689BE0005,0252D98F777A0B696DA4000389690003,0253D9C177940B676E05000389EE0002,0254D991775F0B5C6DC10009898A0008,0255D9D677990B6A6E06000289DF0002,0256D98877750B766DF6FFF189DAFFF0,0257D98477750B636DE2000989B90009,Passed,Passed,Passed,Passed,Passed,Passed,Passed,02586E6A000A,02596E53FFF5,025A6E67FFF5,025B6E520005,Passed,Passed,Passed,Passed,20865,26075,60842,40870,23.94,23.94,23.94,23.96,0,0,0,0,0.10,0.11,0.11,0.09,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10.04,10.03,10.04,10.05,0.01,0.03,0.01,0.02,9.99,10.04,10.03,10.04,0.00,0.03,0.01,0.03,80.00,80.00,10.09,10.09,10.09,10.09,10.09,10.09,10.09,10.00,10.01,10.00,10.00,10.00,10.00,10.00,9996,9999,10001,10002,10001,10002,10002,10.01,10.01,9977,10001,Passed,Passed,Passed,Passed,9.99,9.98,0.01,0.01,10,20,30,10,40,50,60,70,80,1,2,3,4,5,6,7,8,9,89,88,86,82
S224900578,12/12/2022 10:03:32 a. m.,259.79s,2,Passed,,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0.1515,25.2688,4.9998,3.3150,5.0885,23.5745,16.1708,Passed,Passed,014565,2494.60,024F44F00007575500049C4CFFFC26EC,02504515FFF25760FFEF9C44FFF126F6,025D9BEA,Passed,Passed,Passed,0251D99D77710B626DE0000689BE0005,0252D98777770B696DA60003896A0003,0253D9BD77910B676E07000289EE0002,0254D98E775E0B5C6DC3000A898A0008,0255D9CF77970B696E09000189E40002,0256D98377730B766DF8FFF189E0FFF0,0257D98077740B636DE4000989BA0009,Passed,Passed,Passed,Passed,Passed,Passed,Passed,02586E6B000B,02596E55FFF4,025A6E69FFF5,025B6E530006,Passed,Passed,Passed,Passed,20673,25775,60645,40650,23.94,23.91,23.94,23.96,0,0,0,0,0.07,0.09,0.09,0.09,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10.03,10.03,10.07,10.05,0.01,0.03,0.01,0.02,9.99,10.05,10.06,10.04,0.00,0.03,0.01,0.03,80.00,80.00,10.09,10.09,10.09,10.09,10.09,10.09,10.09,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10001,10001,10002,10001,10002,10003,10002,10.01,10.01,10001,10013,Passed,Passed,Passed,Passed,9.97,9.99,0.01,0.01,10,20,30,10,40,50,60,70,80,1,2,3,4,5,6,7,8,9,89,88,86,82
S224900578,12/12/2022 10:07:58 a. m.,258.22s,2,Passed,,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0.1512,25.2859,4.9998,3.3152,5.0885,23.6231,16.3497,Passed,Passed,014565,2494.63,024F44F00005575400029C44FFFA26E4,02504515FFEF575EFFED9C46FFE426F6,025D9BEA,Passed,Passed,Passed,0251D9A777740B636DDE000589BE0005,0252D99277750B696DA3000489640003,0253D9C677930B676E04000489E80003,0254D99677600B5C6DC1000889860009,0255D9D877970B696E07000189E40002,0256D98C77740B776DF5FFF189DFFFEF,0257D98877750B636DE2000989BE0008,Passed,Passed,Passed,Passed,Passed,Passed,Passed,02586E67000C,02596E52FFF5,025A6E68FFF4,025B6E500006,Passed,Passed,Passed,Passed,20284,24371,59662,38473,23.94,23.91,23.94,23.96,0,0,0,0,0.09,0.11,0.10,0.09,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10.04,10.03,10.07,10.05,0.01,0.03,0.01,0.02,9.99,10.03,10.04,10.02,0.00,0.03,0.01,0.03,80.00,80.00,10.09,10.09,10.09,10.09,10.09,10.09,10.09,10.01,10.00,10.00,10.00,10.01,10.00,10.00,9998,10004,10003,10002,10004,10003,10003,10.01,10.01,9989,10008,Passed,Passed,Passed,Passed,9.97,9.98,0.01,0.01,10,20,30,10,40,50,40,60,70,1,2,3,4,5,6,7,8,9,89,88,86,82
S224900578,12/12/2022 10:12:36 a. m.,260.18s,2,Passed,,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0.1513,25.2803,4.9998,3.3151,5.0885,23.4477,16.4484,Passed,Passed,014565,2496.29,024F44F10006575500029C41000826E7,02504516FFF15762FFEB9C3FFFFC26F8,025D9C05,Passed,Passed,Passed,0251D9A277770B626DDF000789BD0006,0252D98C777D0B696DA6000389690004,0253D9C277960B676E07000389EA0003,0254D99077610B5C6DC40008898F0008,0255D9D3779C0B696E09000289E40002,0256D98677780B776DF8FFF089DFFFF0,0257D98377770B636DE4000989BE0009,Passed,Passed,Passed,Passed,Passed,Passed,Passed,02586E6A000A,02596E54FFF4,025A6E6AFFF4,025B6E530006,Passed,Passed,Passed,Passed,20479,25163,60447,38636,23.94,23.92,23.94,23.96,0,0,0,0,0.10,0.12,0.12,0.10,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10.04,10.03,10.06,10.05,0.01,0.03,0.01,0.02,10.00,10.04,10.03,10.02,0.00,0.03,0.01,0.03,80.00,80.00,10.09,10.09,10.09,10.09,10.09,10.09,10.09,10.01,10.01,10.00,10.00,10.00,10.00,10.01,9997,9998,9999,10001,10000,10000,10001,10.01,10.01,9978,10006,Passed,Passed,Passed,Passed,9.97,9.99,0.01,0.01,10,20,30,10,40,50,60,70,80,1,2,3,4,5,6,7,8,9,89,88,86,82
S224900578,12/12/2022 10:17:15 a. m.,261.35s,2,Passed,,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0.1516,25.2835,4.9998,3.3153,5.0885,23.6929,16.3117,Passed,Passed,014565,2494.58,024F44F10004575500019C43FFFE26E9,02504516FFEF575FFFEE9C4BFFE726F4,025D9BE9,Passed,Passed,Passed,0251D9A977770B636DDE000689BE0005,0252D995777C0B6A6DA4000389650003,0253D9C877970B686E05000389EF0002,0254D99777630B5C6DC10009898A0008,0255D9DB779B0B696E08000189E00002,0256D98D77790B786DF6FFF189DFFFEF,0257D98A77780B636DE3000989BF0008,Passed,Passed,Passed,Passed,Passed,Passed,Passed,02586E69000A,02596E53FFF4,025A6E67FFF5,025B6E510006,Passed,Passed,Passed,Passed,20284,23210,59956,37976,23.94,23.91,23.94,23.96,0,0,0,0,0.08,0.10,0.09,0.07,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10.04,10.03,9.87,10.05,0.01,0.02,0.01,0.02,10.00,10.05,10.04,10.01,0.00,0.03,0.01,0.03,80.00,80.00,10.09,10.09,10.09,10.09,10.09,10.09,10.09,10.00,10.00,10.00,10.00,10.00,10.00,10.00,9998,10001,10001,10001,10003,10001,10003,10.01,10.01,9997,10011,Passed,Passed,Passed,Passed,9.97,9.99,0.01,0.01,10,20,30,40,50,40,60,70,80,1,2,3,4,5,6,7,8,9,89,88,86,82
S224900578,12/12/2022 10:21:43 a. m.,260.59s,2,Passed,,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0.1512,25.2992,4.9998,3.3155,5.0885,23.6411,22.9719,Passed,Passed,014565,2495.80,024F44F00007575400029C44FFFD26E7,02504514FFF2575FFFEC9C40FFEB26FE,025D9BFD,Passed,Passed,Passed,0251D9AB777A0B636DDE000589BA0006,0252D99A777F0B696DA40004896A0003,0253D9CC77990B686E05000489EA0002,0254D99A77650B5D6DC30008898B0007,0255D9DE779E0B6A6E07000289DF0002,0256D992777C0B786DF6FFF089DFFFEF,0257D98D777A0B636DE3000889BB0009,Passed,Passed,Passed,Passed,Passed,Passed,Passed,02586E68000A,02596E52FFF4,025A6E67FFF4,025B6E510006,Passed,Passed,Passed,Passed,20479,23549,60044,38391,23.94,23.93,23.94,23.96,0,0,0,0,0.10,0.10,0.08,0.06,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10.04,10.03,9.98,10.05,0.01,0.02,0.01,0.02,9.98,10.04,10.04,10.02,0.00,0.03,0.01,0.03,80.00,80.00,10.09,10.09,10.09,10.09,10.09,10.09,10.09,10.01,10.00,10.00,10.00,10.00,10.00,10.00,9996,9998,10000,9999,10000,9999,10000,10.01,10.01,9986,10009,Passed,Passed,Passed,Passed,9.97,9.98,0.01,0.01,10,20,30,40,50,60,70,80,90,1,2,3,4,5,6,7,8,9,89,88,86,82
S224900578,12/12/2022 10:29:25 a. m.,259.50s,2,Passed,,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0.1520,25.2236,4.9997,3.3151,5.0883,23.6014,16.3819,Passed,Passed,014565,2496.23,024F44EF0007575500039C3E000726FD,02504515FFF1575FFFED9C44FFEF2705,025D9C04,Passed,Passed,Passed,0251D9A377710B626DDD000689BE0006,0252D98E77750B686DA4000489690003,0253D9C277910B666E05000389EA0002,0254D992775D0B5C6DC30008898B0007,0255D9D477950B686E05000389E00002,0256D98877720B766DF5FFF189E0FFEF,0257D98477720B626DE2000989BA0009,Passed,Passed,Passed,Passed,Passed,Passed,Passed,02586E67000B,02596E51FFF3,025A6E67FFF3,025B6E500006,Passed,Passed,Passed,Passed,20865,24850,60786,40502,23.94,23.92,23.94,23.96,0,0,0,0,0.11,0.13,0.12,0.10,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10.04,10.03,10.07,10.05,0.01,0.02,0.01,0.02,9.98,10.03,10.03,10.01,0.00,0.03,0.01,0.03,80.00,80.00,10.09,10.09,10.09,10.09,10.09,10.09,10.09,10.01,10.00,10.00,10.00,10.00,10.00,10.00,10004,10005,10005,10004,10006,10006,10006,10.01,10.01,10008,10017,Passed,Passed,Passed,Passed,9.97,9.99,0.01,0.01,10,20,30,10,40,50,60,70,80,1,2,3,4,5,6,7,8,9,89,88,86,82
S224900514,12/12/2022 11:17:43 a. m.,258.04s,1,Passed,,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0.1536,24.7829,4.9937,3.3181,5.0700,23.4933,16.2749,Passed,Passed,014565,2493.57,024F44E00007573200039C16000226F6,0250451CFFF15702FFED9C1AFFEE2703,025D9BD9,Passed,Passed,Passed,0251DA3977D20B6D6DE3000689CD0005,0252DA1077B60B6B6E11000489F00003,0253DA0D77BC0B6C6DC10004899A0003,0254D9CB778F0B646E2600098A1F0008,0255DA0B77BD0B6F6DBA0003899F0002,0256D9E177AA0B7A6E10FFF289F9FFF1,0257DA3477D50B6B6DBA000989900009,Passed,Passed,Passed,Passed,Passed,Passed,Passed,02586E09000B,02596E4DFFF5,025A6DF6FFF5,025B6E060007,Passed,Passed,Passed,Passed,21615,37807,35950,37807,23.93,23.93,23.93,23.95,0,0,0,0,0.17,0.18,0.13,0.11,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10.07,10.02,9.99,10.04,0.00,0.01,0.00,0.00,9.99,10.06,10.01,10.05,0.00,0.04,0.00,0.00,80.00,80.00,10.10,10.10,10.10,10.10,10.10,10.10,10.10,10.01,10.01,10.01,10.01,10.01,10.01,10.01,10001,10001,10001,10002,10001,10001,10001,10.01,10.01,9997,10016,Passed,Passed,Passed,Passed,9.99,9.99,0.01,0.01,10,20,30,20,40,50,40,60,70,1,2,3,2,4,5,6,7,15,89,88,86,82
S224900535,12/12/2022 11:21:54 a. m.,509.06s,2,Passed,,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0.1543,24.8404,4.9932,3.3112,5.0829,23.6450,16.6103,Passed,Passed,014565,2492.74,024F45090008575900059C0BFFFD26F8,025044C0FFF15734FFEE9C0BFFF42701,025D9BCC,Passed,Passed,Passed,0251DA2177C10B696DD00006899E0005,0252D9AB77720B666DCA000389B10001,0253D9E6779E0B676DA70004897C0002,0254D99F77640B5C6D71000989360009,0255D9A077710B646DEC000189CD0000,0256D9D377A10B7A6DD8FFF18994FFF1,0257D9A177770B626DE2000889C80007,Passed,Passed,Passed,Passed,Passed,Passed,Passed,02586E10000A,02596E2EFFF6,025A6E53FFF7,025B6E470005,Passed,Passed,Passed,Passed,20284,21055,62379,37380,23.94,23.94,23.94,23.96,0,0,0,0,0.07,0.09,0.08,0.07,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10.05,10.03,9.90,10.03,0.01,0.01,0.00,0.01,10.04,10.00,10.01,10.08,0.00,0.00,0.00,0.00,80.00,80.00,10.09,10.09,10.09,10.09,10.09,10.09,10.09,10.01,10.00,10.00,10.00,10.01,10.00,10.00,10002,10004,10004,10005,10004,10004,10004,10.01,10.01,9997,10015,Passed,Passed,Passed,Passed,9.95,9.98,0.01,0.01,10,20,30,40,50,60,70,80,90,1,2,3,4,5,6,7,8,9,89,88,86,82
