,,,,,TestName,Presence Rivet 1,Presence Rivet 2,Presence Rivet 3,Presence Rivet 4,Presence Rivet 5,Presence Rivet 6,Presence Rivet 7,Presence Rivet 8,UUT Current Measurment,24 VDC Measurment,5 VDC Measurment,3.3 VDC Measurment,5V_Pressure_Transducer Measurment,VDC w/18 VAC Power,VDC w/7 VAC Power,Program & Verify Hardware,Program & Verify Serial Number,Verify Software Number,2.5V_Buf Reference,UIO1 Data Calibrated,UIO2 Data Calibrated,2.5V Reference Data Calibrated,UIO1 Calibration,UIO2 Calibration,2.5V Reference Calibration,UI1 Data Calibrated,UI2 Data Calibrated,UI3 Data Calibrated,UI4 Data Calibrated,UI5 Data Calibrated,UI6 Data Calibrated,UI7 Data Calibrated,UI1 Calibration,UI2 Calibration,UI3 Calibration,UI4 Calibration,UI5 Calibration,UI6 Calibration,UI7 Calibration,AO1 Data Calibrated,AO2 Data Calibrated,AO3 Data Calibrated,AO4 Data Calibrated,AO1 Calibration,AO2 Calibration,AO3 Calibration,AO4 Calibration,Binary Output 1 Led ON,Binary Output 2 Led ON,Binary Output 3 Led ON,Binary Output 4 Led ON,24 VAC Binary Output 1,24 VAC Binary Output 2,24 VAC Binary Output 3,24 VAC Binary Output 4,Binary Output 1 Led OFF,Binary Output 2 Led OFF,Binary Output 3 Led OFF,Binary Output 4 Led OFF,0 VAC Binary Output 1,0 VAC Binary Output 2,0 VAC Binary Output 3,0 VAC Binary Output 4,Binary Input 1 High,Binary Input 2 High,Binary Input 3 High,Binary Input 4 High,Binary Input 5 High,Binary Input 6 High,Binary Input 1 Low,Binary Input 2 Low,Binary Input 3 Low,Binary Input 4 Low,Binary Input 5 Low,Binary Input 6 Low,AO1 Voltage Output Mode 10V,AO2 Voltage Output Mode 10V,AO3 Voltage Output Mode 10V,AO4 Voltage Output Mode 10V,AO1 Voltage Output Mode 0V,AO2 Voltage Output Mode 0V,AO3 Voltage Output Mode 0V,AO4 Voltage Output Mode 0V,AO1 Current Output Mode 10 mA,AO2 Current Output Mode 10 mA,AO3 Current Output Mode 10 mA,AO4 Current Output Mode 10 mA,AO1 Current Output Mode 0 mA,AO2 Current Output Mode 0 mA,AO3 Current Output Mode 0 mA,AO4 Current Output Mode 0 mA,AO3 PWM Output Mode 80Hz,AO4 PWM Output Mode 80Hz,UI1 Voltage Input Mode 10V,UI2 Voltage Input Mode 10V,UI3 Voltage Input Mode 10V,UI4 Voltage Input Mode 10V,UI5 Voltage Input Mode 10V,UI6 Voltage Input Mode 10V,UI7 Voltage Input Mode 10V,UI1 Current Input Mode 10mA,UI2 Current Input Mode 10mA,UI3 Current Input Mode 10mA,UI4 Current Input Mode 10mA,UI5 Current Input Mode 10mA,UI6 Current Input Mode 10mA,UI7 Current Input Mode 10mA,UI1 Resistance Input Mode 10k,UI2 Resistance Input Mode 10k,UI3 Resistance Input Mode 10k,UI4 Resistance Input Mode 10k,UI5 Resistance Input Mode 10k,UI6 Resistance Input Mode 10k,UI7 Resistance Input Mode 10k,UIO1 Current Input Mode 10mA,UIO2 Current Input Mode 10mA,UIO1 Resistance Input Mode 10k,UIO2 Resistance Input Mode 10k,UIO1 Binary Input Mode "0",UIO2 Binary Input Mode "0",UIO1 Binary Input Mode "1",UIO2 Binary Input Mode "1",UIO1 Voltage Output Mode 10V,UIO2 Voltage Output Mode 10V,UIO1 Voltage Output Mode 0V,UIO2 Voltage Output Mode 0V,Rotary Address 1 SW1,Rotary Address 2 SW1,Rotary Address 3 SW1,Rotary Address 4 SW1,Rotary Address 5 SW1,Rotary Address 6 SW1,Rotary Address 7 SW1,Rotary Address 8 SW1,Rotary Address 9 SW1,Rotary Address 1 SW2,Rotary Address 2 SW2,Rotary Address 3 SW2,Rotary Address 4 SW2,Rotary Address 5 SW2,Rotary Address 6 SW2,Rotary Address 7 SW2,Rotary Address 8 SW2,Rotary Address 9 SW2,J11 Address J11.1,J11 Address J11.3,J11 Address J11.5,J11 Address J11.7
,10/12/2022 04:38:46 a. m.,233.29s,2,Failed,UI6 Voltage Input Mode 10V,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0.1508,24.8318,4.9905,3.2980,5.0751,23.5732,16.1884,Passed,Passed,014565,2490.45,024F44B40008571500059BF7000526E9,025044E1FFF25733FFED9BFFFFEC26F7,025D9BA7,Passed,Passed,Passed,0251D93977470B5D6D900009894D0007,0252D8E277170B5D6DD4000589BE0005,0253D8B276FB0B576E0B000589F70004,0254D8CC76F20B516DE6000989E00009,0255D8E2770F0B5A6DA3000389640003,0256D8A776F00B686E1DFFF18A22FFF0,0257D92577330B5A6E00000A89DE0009,Passed,Passed,Passed,Passed,Passed,Passed,Passed,02586DE8000C,02596E07FFF5,025A6DFDFFF6,025B6DFC0007,Passed,Passed,Passed,Passed,20087,25007,51720,42887,23.94,23.94,23.94,23.96,0,0,0,0,0.07,0.09,0.09,0.08,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10.02,10.01,9.89,10.03,0.00,0.01,0.00,0.00,9.98,10.04,10.00,10.06,0.00,0.00,0.00,0.00,80.00,80.00,10.09,10.09,10.09,10.09,10.09,23.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/12/2022 04:42:58 a. m.,486.17s,1,Passed,,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0.1514,25.0343,5.0016,3.3136,5.0815,23.5776,16.6431,Passed,Passed,014565,2495.20,024F45080007576900039C51000326E5,025044F3FFF2576EFFEE9C54FFEE26F8,025D9BF3,Passed,Passed,Passed,0251D97E777E0B666DCE000789990005,0252D983776F0B676E7100028A750001,0253D97777520B5F6E13000489F30003,0254D98377640B5E6DEB000989C80009,0255D94577320B616DD20001899E0001,0256D9AD77830B766E23FFF18A0CFFF1,0257D99577780B636DF9000789DC0006,Passed,Passed,Passed,Passed,Passed,Passed,Passed,02586E30000A,02596DFFFFF4,025A6E6CFFF6,025B6E740005,Passed,Passed,Passed,Passed,31189,41016,34315,41016,23.94,23.94,23.94,23.96,0,0,0,0,0.18,0.18,0.14,0.12,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10.06,10.02,9.97,10.04,0.01,0.01,0.00,0.00,9.97,10.02,10.04,9.98,0.00,0.01,0.00,0.00,80.00,80.00,10.10,10.10,10.10,10.09,10.10,10.09,10.10,10.01,10.01,10.01,10.01,10.01,10.01,10.01,10000,10003,10002,10002,10003,10004,10003,10.01,10.01,9992,10021,Passed,Passed,Passed,Passed,9.97,9.99,0.01,0.01,10,20,30,20,40,50,60,70,80,1,2,3,4,5,6,7,8,9,89,88,86,82
,10/12/2022 04:48:42 a. m.,258.71s,1,Passed,,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0.1513,25.0630,5.0016,3.3136,5.0816,23.8425,16.9857,Passed,Passed,014565,2495.04,024F45090007576700039C52000226E4,025044F3FFF2576FFFEB9C55FFEC26F7,025D9BF1,Passed,Passed,Passed,0251D97E777F0B666DCF000689990005,0252D97E77700B676E7100038A740002,0253D97677530B5F6E14000389F30003,0254D98377660B5E6DEC000989CD0008,0255D94177310B5F6DD1000289A30000,0256D9AB77850B776E23FFF18A11FFF0,0257D99277770B626DF9000889DD0007,Passed,Passed,Passed,Passed,Passed,Passed,Passed,02586E30000A,02596DFFFFF5,025A6E6DFFF5,025B6E740006,Passed,Passed,Passed,Passed,34907,42485,34315,42485,23.94,23.94,23.94,23.96,0,0,0,0,0.18,0.18,0.14,0.11,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10.06,10.02,10.02,10.04,0.01,0.01,0.00,0.00,9.96,9.98,10.05,10.02,0.00,0.01,0.00,0.00,80.00,80.00,10.10,10.10,10.10,10.09,10.10,10.09,10.10,10.01,10.01,10.01,10.01,10.01,10.01,10.01,10004,10004,10004,10004,10006,10004,10005,10.01,10.01,9969,10019,Passed,Passed,Passed,Passed,9.97,9.99,0.01,0.01,10,20,30,40,50,60,70,80,90,1,2,3,4,5,6,7,8,9,89,88,86,82
,10/12/2022 04:52:28 a. m.,483.99s,2,Failed,UI6 Voltage Input Mode 10V,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0.1555,24.8143,5.0002,3.3193,5.0836,23.6374,22.9737,Passed,Passed,014565,2494.37,024F45140006574F00049C3E000426E6,025044FEFFF0575EFFED9C43FFF126F4,025D9BE6,Passed,Passed,Passed,0251D9D077920B666DD7000589BD0006,0252DA0B77B40B6D6DE7000689D10004,0253D9D9778D0B656E6500038A870001,0254DA0F77BB0B676E2900098A230007,0255DA1077BB0B6C6E00000289F20002,0256D9A677990B7D6DFDFFF089DBFFEF,0257D9EE77B30B686E15000989F20009,Passed,Passed,Passed,Passed,Passed,Passed,Passed,02586E69000C,02596E6EFFF3,025A6E31FFF4,025B6E410006,Passed,Passed,Passed,Passed,19686,25318,56156,36042,23.94,23.94,23.94,23.96,0,0,0,0,0.07,0.09,0.09,0.09,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10.07,10.01,10.05,10.04,0.01,0.01,0.00,0.01,10.12,10.13,10.05,10.09,0.01,0.02,0.00,0.00,80.00,80.00,10.09,10.09,10.09,10.09,10.09,23.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S224900561,10/12/2022 08:51:59 a. m.,233.64s,1,Failed,UI6 Voltage Input Mode 10V,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0.1570,24.8309,4.9999,3.3338,5.0915,23.5930,16.2082,Passed,Passed,014565,2495.30,024F44D50006575D00019C34000426F2,025044B1FFF15740FFED9C3AFFEB2706,025D9BF5,Passed,Passed,Passed,0251DAF578300B756DF7000689E40005,0252DB09781E0B716E2D00048A280004,0253DB0C78360B766E4400028A490002,0254DB27783F0B736DE8000789D70007,0255DAE578240B776D9F000389790002,0256DB0C78400B886E2CFFF08A2DFFEF,0257DB1E78260B6E6E2F00098A2E0008,Passed,Passed,Passed,Passed,Passed,Passed,Passed,02586E0F0009,02596E92FFF4,025A6E46FFF5,025B6E690007,Passed,Passed,Passed,Passed,30956,44172,37976,44172,23.94,23.94,23.94,23.96,0,0,0,0,0.17,0.18,0.13,0.11,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10.10,10.04,10.04,10.06,0.01,0.01,0.01,0.01,10.11,10.02,10.06,10.01,0.00,0.01,0.00,0.00,80.00,80.00,10.10,10.10,10.09,10.09,10.10,23.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S224900574,10/12/2022 08:56:54 a. m.,234.79s,2,Failed,UI6 Voltage Input Mode 10V,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0.1567,24.7519,5.0015,3.3228,5.0868,23.4901,16.0387,Passed,Passed,014565,2496.46,024F44D90006575F00019C5B000D26EA,025044D8FFF25785FFEC9C5BFFF526F7,025D9C07,Passed,Passed,Passed,0251DA2177B70B696E1C00048A010004,0252D9D2778A0B686E4000048A1A0003,0253D9FA779C0B666E4800028A3B0002,0254DA1577BF0B686E16000789F70007,0255D9FC77A50B696E0B000389EE0002,0256DA1D77C30B7D6E1FFFF189FCFFF0,0257D9F977A40B656E2800098A0A0009,Passed,Passed,Passed,Passed,Passed,Passed,Passed,02586E6C000A,02596E16FFF4,025A6E5AFFF4,025B6E6F0006,Passed,Passed,Passed,Passed,21615,28193,54854,47977,23.94,23.94,23.94,23.96,0,0,0,0,0.11,0.13,0.12,0.10,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10.06,10.02,10.07,10.05,0.01,0.00,0.01,0.00,10.09,10.03,10.13,10.00,0.00,0.00,0.01,0.00,80.00,80.00,10.09,10.09,10.09,10.09,10.09,23.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S224900503,10/12/2022 09:01:10 a. m.,491.50s,1,Passed,,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0.1541,25.0744,4.9910,3.3385,5.0847,23.5394,22.9431,Passed,Passed,014565,2489.27,024F44B70006572E00029BE0000326F3,025044BEFFEF5732FFEC9BE4FFEC26FF,025D9B94,Passed,Passed,Passed,0251DBC778A60B816DDE000689BB0004,0252DBD378B60B866E1200058A020004,0253DBCB788E0B7E6DD2000489BB0003,0254DBB0789B0B7F6D8A0008894E0007,0255DBEC789E0B806DB1000389860004,0256DBF178C40B966DC8FFF189A7FFF0,0257DC2B78D60B826DA40009896A000A,Passed,Passed,Passed,Passed,Passed,Passed,Passed,02586E1B000A,02596E0FFFF5,025A6E02FFF5,025B6DF00007,Passed,Passed,Passed,Passed,32649,40723,41517,40723,23.93,23.93,23.93,23.95,0,0,0,0,0.18,0.19,0.14,0.12,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10.10,10.05,10.11,10.05,0.00,0.01,0.00,0.00,10.09,10.11,10.06,10.04,0.00,0.00,0.00,0.00,80.00,80.00,10.10,10.10,10.10,10.09,10.10,10.10,10.10,10.01,10.01,10.01,10.01,10.01,10.01,10.01,10005,10007,10008,10009,10009,10010,10009,10.01,10.01,9999,10018,Passed,Passed,Passed,Passed,10.01,10.00,0.01,0.01,10,20,30,20,40,50,60,70,30,1,2,3,2,4,5,6,7,8,89,88,86,82
S224900503,10/12/2022 09:08:39 a. m.,260.24s,1,Passed,,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0.1522,25.1130,4.9912,3.3390,5.0849,23.6998,16.5385,Passed,Passed,014565,2488.23,024F44B60008572D00049BE3000426E9,025044C0FFF05732FFED9BE7FFEC26F7,025D9B84,Passed,Passed,Passed,0251DBCB78AA0B816DDF000789B60005,0252DBD478BA0B856E1300038A020003,0253DBCF78910B7D6DD5000389C00003,0254DBB278A00B7E6D8B000989490008,0255DBEF78A40B816DB20003898C0002,0256DBF378C80B966DC9FFF189A8FFF0,0257DC2E78DA0B816DA40009896F0008,Passed,Passed,Passed,Passed,Passed,Passed,Passed,02586E1B000B,02596E10FFF4,025A6E03FFF5,025B6DF10006,Passed,Passed,Passed,Passed,34711,40797,38636,40797,23.93,23.94,23.94,23.96,0,0,0,0,0.17,0.18,0.13,0.12,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10.08,10.03,10.10,10.05,0.00,0.01,0.00,0.00,10.09,10.09,10.04,10.03,0.00,0.00,0.00,0.00,80.00,80.00,10.10,10.10,10.10,10.09,10.10,10.09,10.10,10.01,10.01,10.01,10.01,10.01,10.01,10.01,10003,10009,10006,10006,10006,10007,10008,10.01,10.01,9997,10017,Passed,Passed,Passed,Passed,10.01,10.00,0.01,0.01,10,20,30,40,50,40,60,70,80,1,2,3,2,4,5,6,7,8,89,88,86,82
S224900503,10/12/2022 09:13:43 a. m.,259.71s,1,Passed,,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0.1517,25.1572,4.9913,3.3406,5.0851,23.6576,22.9217,Passed,Passed,014565,2490.25,024F44B70008572900059BE1000426F9,025044BFFFF1572FFFEF9BE4FFEE2706,025D9BA4,Passed,Passed,Passed,0251DBE278B60B816DDD000889B20006,0252DBED78C80B876E10000489FD0004,0253DBE3789B0B7D6DD4000389C00003,0254DBCA78AC0B7F6D89000989490008,0255DC0678B00B826DB00003898C0002,0256DC0978D40B976DC7FFF189A8FFF0,0257DC4678E60B836DA40008896A0008,Passed,Passed,Passed,Passed,Passed,Passed,Passed,02586E18000C,02596E0EFFF5,025A6E02FFF5,025B6DEF0005,Passed,Passed,Passed,Passed,34907,40797,38391,40797,23.94,23.94,23.94,23.96,0,0,0,0,0.18,0.19,0.14,0.13,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10.10,10.03,10.04,10.07,0.00,0.01,0.00,0.00,10.09,10.08,10.09,10.06,0.00,0.00,0.00,0.00,80.00,80.00,10.10,10.10,10.10,10.09,10.10,10.09,10.10,10.01,10.01,10.01,10.01,10.01,10.01,10.01,10000,10002,10001,10000,10002,10001,10001,10.01,10.01,9995,10017,Passed,Passed,Passed,Passed,10.01,10.00,0.01,0.01,10,20,30,40,50,40,60,70,80,1,2,3,2,4,5,6,7,8,89,88,86,82
S224900503,10/12/2022 09:18:09 a. m.,259.93s,1,Passed,,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0.1510,25.2012,4.9915,3.3416,5.0850,23.7546,16.4274,Passed,Passed,014565,2488.34,024F44B70007572A00039BDF000426E7,025044BEFFF25731FFEE9BE4FFED26F6,025D9B85,Passed,Passed,Passed,0251DBEC78BA0B826DDC000689B10006,0252DBF878CC0B876E0E000489FD0004,0253DBE9789F0B7E6DD1000489BB0003,0254DBD378AF0B806D88000989490007,0255DC0F78B30B826DAE000289870002,0256DC1478D70B976DC4FFF289A3FFF1,0257DC4E78EA0B846DA10009896B0008,Passed,Passed,Passed,Passed,Passed,Passed,Passed,02586E17000B,02596E0BFFF5,025A6E00FFF4,025B6DEC0007,Passed,Passed,Passed,Passed,35004,40797,37976,40797,23.94,23.94,23.94,23.96,0,0,0,0,0.17,0.18,0.13,0.11,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10.09,10.03,10.02,10.05,0.00,0.01,0.00,0.00,10.11,10.08,10.09,10.04,0.00,0.00,0.00,0.00,80.00,80.00,10.10,10.09,10.10,10.09,10.09,10.10,10.10,10.01,10.01,10.01,10.00,10.01,10.01,10.01,10001,10001,10000,10001,10002,10003,10001,10.01,10.01,9997,10017,Passed,Passed,Passed,Passed,10.00,10.01,0.01,0.01,10,20,30,40,50,40,60,70,80,1,2,3,2,4,5,6,7,8,89,88,86,82
S224900532,10/12/2022 09:26:44 a. m.,259.48s,1,Passed,,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0.1529,25.0304,5.0016,3.3137,5.0815,23.7341,16.8744,Passed,Passed,014565,2496.89,024F45090007576900039C52000426F1,025044F4FFF1576FFFED9C56FFED2706,025D9C0E,Passed,Passed,Passed,0251D97E777E0B666DCE000689990005,0252D983776E0B676E7000028A740002,0253D97777520B5E6E13000389F50003,0254D98577640B5E6DEC000989CA0009,0255D94977340B606DD30000899F0000,0256D9AD77830B766E22FFF38A0CFFF1,0257D99577780B636DF9000789E10005,Passed,Passed,Passed,Passed,Passed,Passed,Passed,02586E30000B,02596DFFFFF6,025A6E6EFFF5,025B6E740004,Passed,Passed,Passed,Passed,38391,45324,34907,45324,23.94,23.94,23.94,23.96,0,0,0,0,0.17,0.17,0.13,0.11,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10.06,10.03,9.90,10.04,0.01,0.01,0.00,0.00,9.96,9.98,10.01,10.00,0.00,0.01,0.00,0.00,80.00,80.00,10.10,10.10,10.10,10.09,10.10,10.10,10.10,10.01,10.01,10.01,10.01,10.01,10.01,10.01,9985,10002,10002,10004,10003,10004,10004,10.01,10.01,9954,10019,Passed,Passed,Passed,Passed,9.97,9.99,0.01,0.01,10,20,30,20,40,50,40,60,70,1,2,3,2,4,5,6,7,8,89,88,86,82
S224900532,10/12/2022 09:31:11 a. m.,259.23s,1,Passed,,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0.1506,25.1216,5.0017,3.3137,5.0821,23.8164,16.6145,Passed,Passed,014565,2496.75,024F45080006576600009C50000226E7,025044F4FFF0576BFFEE9C54FFEC2704,025D9C0C,Passed,Passed,Passed,0251D98577880B696DCD0005898C0006,0252D98777780B676E6E00038A710003,0253D97D775C0B616E11000389F00002,0254D98C776F0B606DEA000889C90007,0255D94B773B0B606DD00002899E0002,0256D9B3778D0B786E21FFF18A11FFEF,0257D999777F0B636DF8000889DD0007,Passed,Passed,Passed,Passed,Passed,Passed,Passed,02586E2E000A,02596DFDFFF4,025A6E6CFFF4,025B6E710005,Passed,Passed,Passed,Passed,38309,45324,34907,45324,23.94,23.94,23.94,23.96,0,0,0,0,0.18,0.19,0.14,0.13,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10.05,10.01,9.97,10.04,0.01,0.01,0.00,0.00,9.97,9.99,10.04,10.02,0.00,0.01,0.00,0.00,80.00,80.00,10.10,10.10,10.10,10.09,10.10,10.09,10.10,10.02,10.01,10.01,10.01,10.01,10.01,10.01,10000,9999,10001,10002,10002,10003,10003,10.01,10.01,9981,10020,Passed,Passed,Passed,Passed,9.99,9.99,0.01,0.01,10,20,30,40,50,60,70,10,80,1,2,3,2,4,5,6,7,8,89,88,86,82
S224900532,10/12/2022 09:35:49 a. m.,257.91s,1,Passed,,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0.1503,25.1205,5.0017,3.3138,5.0821,23.8005,16.3078,Passed,Passed,014565,2495.37,024F45090006576500039C51000426EB,025044F4FFF1576DFFEC9C56FFEC26FA,025D9BF6,Passed,Passed,Passed,0251D98977890B686DCD000689910005,0252D98C777A0B686E6E00028A6C0002,0253D982775D0B616E11000489EF0003,0254D98F77700B606DEA000989C50009,0255D951773D0B626DD10000899F0000,0256D9B7778E0B786E21FFF28A0CFFF0,0257D99F77820B646DF8000789D70007,Passed,Passed,Passed,Passed,Passed,Passed,Passed,02586E2D000B,02596DFDFFF5,025A6E6CFFF5,025B6E710004,Passed,Passed,Passed,Passed,38391,45206,34711,45206,23.94,23.94,23.94,23.96,0,0,0,0,0.17,0.18,0.13,0.11,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10.06,10.01,10.03,10.04,0.01,0.01,0.00,0.00,9.98,9.98,10.04,10.03,0.00,0.01,0.00,0.00,80.00,80.00,10.10,10.10,10.10,10.09,10.09,10.09,10.10,10.01,10.01,10.01,10.01,10.01,10.01,10.01,10002,10002,10002,10003,10003,10003,10003,10.01,10.01,9994,10020,Passed,Passed,Passed,Passed,9.97,9.99,0.01,0.01,10,20,30,20,40,50,60,70,30,1,2,3,2,4,5,6,7,8,89,88,86,82
S224900561,10/12/2022 10:36:50 a. m.,265.96s,1,Passed,,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0.1553,24.8318,5.0000,3.3339,5.0914,23.5635,16.3634,Passed,Passed,014565,2495.33,024F44D30007575A00039C31000426EF,025044AFFFF1573FFFED9C36FFEE2703,025D9BF5,Passed,Passed,Passed,0251DAF778300B746DF4000789E10005,0252DB0E781E0B716E2A00048A290003,0253DB1578380B756E4000048A410002,0254DB2A78400B736DE4000989CE0008,0255DAE878250B766D9B0003896B0003,0256DB0F78400B886E28FFF18A24FFF1,0257DB2178270B6D6E2C00088A240008,Passed,Passed,Passed,Passed,Passed,Passed,Passed,02586E0B000B,02596E8FFFF5,025A6E43FFF5,025B6E670007,Passed,Passed,Passed,Passed,31535,44726,38473,44726,23.93,23.93,23.93,23.95,0,0,0,0,0.17,0.17,0.13,0.11,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10.08,10.02,10.13,10.04,0.01,0.01,0.01,0.01,10.12,10.05,10.07,10.04,0.00,0.01,0.00,0.00,80.00,80.00,10.10,10.10,10.10,10.09,10.10,10.10,10.10,10.01,10.01,10.01,10.01,10.01,10.01,10.01,9995,9998,10000,10000,10000,10000,10000,10.01,10.01,9988,10015,Passed,Passed,Passed,Passed,10.01,10.00,0.01,0.01,10,20,30,40,50,60,70,80,90,1,2,3,2,4,5,6,7,8,89,88,86,82
S224900561,10/12/2022 10:42:09 a. m.,259.49s,1,Passed,,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0.1529,24.8999,5.0001,3.3345,5.0917,23.6996,16.3623,Passed,Passed,014565,2493.49,024F44D20008575700039C31000326EB,025044AFFFF1573CFFED9C35FFED26F6,025D9BD8,Passed,Passed,Passed,0251DAFC78340B756DF2000889DD0005,0252DB1578210B736E2700048A1E0004,0253DB19783B0B766E3F00048A3C0003,0254DB2F78430B736DE1000A89CF0007,0255DAEF78280B786D9A000289700001,0256DB1378420B896E26FFF18A29FFF0,0257DB27782A0B6F6E2A00088A1F0008,Passed,Passed,Passed,Passed,Passed,Passed,Passed,02586E09000B,02596E8DFFF5,025A6E42FFF5,025B6E620007,Passed,Passed,Passed,Passed,31535,44604,38473,44604,23.93,23.93,23.93,23.95,0,0,0,0,0.18,0.19,0.14,0.13,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10.10,10.03,10.02,10.06,0.01,0.01,0.01,0.01,10.06,10.00,10.03,10.03,0.00,0.01,0.00,0.00,80.00,80.00,10.10,10.10,10.10,10.09,10.10,10.09,10.10,10.01,10.01,10.01,10.01,10.01,10.01,10.01,10001,10001,10001,10002,10001,10003,10002,10.01,10.01,9998,10016,Passed,Passed,Passed,Passed,10.00,10.01,0.01,0.01,10,20,30,40,50,40,60,70,150,1,2,3,2,4,5,6,7,8,89,88,86,82
S224900561,10/12/2022 10:46:36 a. m.,258.60s,1,Passed,,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0.1520,24.9536,5.0002,3.3348,5.0919,23.7224,16.7298,Passed,Passed,014565,2494.92,024F44D60007575900059C38000526F1,025044B2FFF15740FFEC9C3DFFEC2701,025D9BEF,Passed,Passed,Passed,0251DAF478340B756DF5000789DC0006,0252DB0B78230B726E2B00048A240003,0253DB13783C0B766E4300048A410003,0254DB2878440B736DE5000A89CE0008,0255DAE7782A0B786D9D000289740001,0256DB0B78430B886E2BFFF18A29FFF1,0257DB20782B0B6F6E2E00078A240008,Passed,Passed,Passed,Passed,Passed,Passed,Passed,02586E0C000B,02596E90FFF5,025A6E45FFF6,025B6E660006,Passed,Passed,Passed,Passed,31763,44847,38636,44847,23.93,23.93,23.93,23.96,0,0,0,0,0.17,0.18,0.13,0.11,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10.08,10.03,9.90,10.06,0.01,0.01,0.01,0.01,10.08,9.99,10.04,10.04,0.00,0.01,0.00,0.00,80.00,80.00,10.10,10.10,10.10,10.09,10.10,10.10,10.10,10.01,10.01,10.01,10.01,10.01,10.01,10.01,9996,9998,9998,10000,10000,10000,10000,10.01,10.01,9931,10014,Passed,Passed,Passed,Passed,10.02,10.00,0.01,0.01,10,20,30,40,50,60,70,110,80,1,2,3,2,4,5,6,7,8,89,88,86,82
