,,,,,TestName,Connectors P15-P19 or J3,Connectors J4 or J7,Connectors J5 or J8,Connectors J6 or J9,Connectors P20 or J10,Connectors P21,Presence Rivet 1,Presence Rivet 2,Presence Rivet 3,Presence Rivet 4,Presence Rivet 5,Presence Rivet 6,Presence Rivet 7,Presence Rivet 8,UUT Current Measurment,24 VDC Measurment,5 VDC Measurment,3.3 VDC Measurment,REF_2V5_Buf VDC Measurment,5V_Pressure_Transducer Measurment,VDC w/18 VAC Power,VDC w/7 VAC Power,Program & Verify Hardware,Program & Verify Serial Number,Verify Software Number,2.5V_Buf Reference,UIO1 Data Calibrated,UIO2 Data Calibrated,2.5V Reference Data Calibrated,UIO1 Calibration,UIO2 Calibration,2.5V Reference Calibration,UI1 Data Calibrated,UI2 Data Calibrated,UI3 Data Calibrated,UI4 Data Calibrated,UI5 Data Calibrated,UI6 Data Calibrated,UI7 Data Calibrated,UI1 Calibration,UI2 Calibration,UI3 Calibration,UI4 Calibration,UI5 Calibration,UI6 Calibration,UI7 Calibration,AO1 Data Calibrated,AO2 Data Calibrated,AO3 Data Calibrated,AO4 Data Calibrated,AO1 Calibration,AO2 Calibration,AO3 Calibration,AO4 Calibration,Binary Output 1 Led ON,Binary Output 2 Led ON,Binary Output 3 Led ON,Binary Output 4 Led ON,24 VAC Binary Output 1,24 VAC Binary Output 2,24 VAC Binary Output 3,24 VAC Binary Output 4,Binary Output 1 Led OFF,Binary Output 2 Led OFF,Binary Output 3 Led OFF,Binary Output 4 Led OFF,0 VAC Binary Output 1,0 VAC Binary Output 2,0 VAC Binary Output 3,0 VAC Binary Output 4,Binary Input 1 High,Binary Input 2 High,Binary Input 3 High,Binary Input 4 High,Binary Input 5 High,Binary Input 6 High,Binary Input 1 Low,Binary Input 2 Low,Binary Input 3 Low,Binary Input 4 Low,Binary Input 5 Low,Binary Input 6 Low,AO1 Voltage Output Mode 10V,AO2 Voltage Output Mode 10V,AO3 Voltage Output Mode 10V,AO4 Voltage Output Mode 10V,AO1 Voltage Output Mode 0V,AO2 Voltage Output Mode 0V,AO3 Voltage Output Mode 0V,AO4 Voltage Output Mode 0V,AO1 Current Output Mode 10 mA,AO2 Current Output Mode 10 mA,AO3 Current Output Mode 10 mA,AO4 Current Output Mode 10 mA,AO1 Current Output Mode 0 mA,AO2 Current Output Mode 0 mA,AO3 Current Output Mode 0 mA,AO4 Current Output Mode 0 mA,AO3 PWM Output Mode 80Hz,AO4 PWM Output Mode 80Hz,UI1 Voltage Input Mode 10V,UI2 Voltage Input Mode 10V,UI3 Voltage Input Mode 10V,UI4 Voltage Input Mode 10V,UI5 Voltage Input Mode 10V,UI6 Voltage Input Mode 10V,UI7 Voltage Input Mode 10V,UI1 Current Input Mode 10mA,UI2 Current Input Mode 10mA,UI3 Current Input Mode 10mA,UI4 Current Input Mode 10mA,UI5 Current Input Mode 10mA,UI6 Current Input Mode 10mA,UI7 Current Input Mode 10mA,UI1 Resistance Input Mode 10k,UI2 Resistance Input Mode 10k,UI3 Resistance Input Mode 10k,UI4 Resistance Input Mode 10k,UI5 Resistance Input Mode 10k,UI6 Resistance Input Mode 10k,UI7 Resistance Input Mode 10k,UIO1 Current Input Mode 10mA,UIO2 Current Input Mode 10mA,UIO1 Resistance Input Mode 10k,UIO2 Resistance Input Mode 10k,UIO1 Binary Input Mode "0",UIO2 Binary Input Mode "0",UIO1 Binary Input Mode "1",UIO2 Binary Input Mode "1",UIO1 Voltage Output Mode 10V,UIO2 Voltage Output Mode 10V,UIO1 Voltage Output Mode 0V,UIO2 Voltage Output Mode 0V,J11 Address J11.1,J11 Address J11.3,J11 Address J11.5,J11 Address J11.7
S210600587,07/07/2022 21:01:35,8.80s,2,Failed,VDC w/7 VAC Power,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0.1600,25.6426,4.9888,3.2870,2.4948,-0.0009,22.9255,15.6026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S215000517,07/07/2022 21:02:48,7.45s,2,Passed,,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0.1451,25.1681,5.0000,3.3220,2.4997,5.0087,23.6499,16.8696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S215000517,07/07/2022 21:03:04,7.57s,2,Passed,,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0.1434,25.1837,5.0000,3.3218,2.4997,5.0088,23.8905,17.1890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S210600587,07/07/2022 21:03:23,8.66s,2,Failed,VDC w/7 VAC Power,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0.1600,25.6480,4.9888,3.2871,2.4948,0.0037,22.8212,15.4230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S215000517,07/07/2022 21:03:49,14.13s,1,Failed,UUT Current Measurment,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0.0012,0.3974,0.0000,0.0696,0.1196,0.0034,0.3390,0.3307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S215000517,07/07/2022 21:04:02,7.69s,2,Passed,,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0.1442,25.2056,4.9999,3.3220,2.4997,5.0089,23.8543,16.6496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S215000517,07/07/2022 21:07:14,7.58s,1,Passed,,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0.1450,25.2332,5.0000,3.3217,2.4999,5.0090,23.5876,16.8685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S215000517,07/07/2022 21:07:25,7.64s,1,Passed,,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0.1442,25.2457,5.0000,3.3219,2.4999,5.0091,23.9700,16.5714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S215000517,07/07/2022 21:07:41,7.69s,1,Passed,,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0.1441,25.2501,5.0000,3.3217,2.4999,5.0091,23.9389,16.6722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S215000517,07/07/2022 21:12:10,230.88s,1,Failed,Binary Output 1 Led ON,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0.1445,25.2482,5.0000,3.3218,2.4999,5.0091,23.9344,17.2233,Passed,Passed,011FE5,2499.88,024F44B700205674000C9C5F0010271D,025044CA001C567C000B9C670010270D,025D9C3E,Passed,Passed,Passed,0251D9CA777E0B566E9B00098ADD000B,0252D9CB77810B546E1E000F8A0A0010,0253D9F6777F0B526E4B00108A8B0012,0254D9D477780B526E8000108AB60014,0255DA4277BC0B556E5500138A860014,0256D9BB77780B4E6E9100138ABF0016,0257D9C8777D0B586E5400158A650015,Passed,Passed,Passed,Passed,Passed,Passed,Passed,02586E36001F,02596DE4001B,025A6E260025,025B6E57001D,Passed,Passed,Passed,Passed,0,0,0,59692,23.93,23.93,23.93,23.95,0,0,0,0,0.18,0.21,0.16,0.17,Passed,Passed,Passed,Passed,Passed,Failed,Passed,Passed,Passed,Passed,Passed,Passed,10.06,10.01,9.98,10.03,0.00,0.00,0.00,0.00,10.02,10.03,10.00,10.01,0.00,0.00,0.00,0.00,80.35,80.36,9.99,9.99,9.99,9.99,9.99,9.99,9.99,9.98,9.99,9.98,9.98,9.98,9.97,9.98,9997,9998,9998,9998,9998,9998,9998,10.00,10.00,10009,9995,Passed,Passed,Passed,Passed,9.99,9.99,0.01,0.01,89,88,86,82
S215000517,07/07/2022 21:18:00,230.25s,1,Failed,Binary Output 1 Led ON,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0.1445,25.2856,5.0000,3.3215,2.4999,5.0092,23.9300,16.9502,Passed,Passed,011FE5,2499.87,024F44B5001F566F000A9C5E0010271E,025044C9001C567800089C67000D270E,025D9C3E,Passed,Passed,Passed,0251D9CF777E0B566E9800098AD4000A,0252D9D077810B556E1D000E8A00000F,0253D9F5777E0B526E4800108A95000F,0254D9D777790B526E7B00128AB10012,0255DA4877BC0B556E5100138A860013,0256D9C177790B4F6E8F00128AC00014,0257D9CD777E0B586E5100148A6E0012,Passed,Passed,Passed,Passed,Passed,Passed,Passed,02586E34001D,02596DE4001A,025A6E270023,025B6E56001C,Passed,Passed,Passed,Passed,0,0,0,57999,23.93,23.93,23.93,23.95,0,0,0,0,0.18,0.20,0.15,0.16,Passed,Passed,Passed,Passed,Passed,Failed,Passed,Passed,Passed,Passed,Passed,Passed,10.06,10.01,10.05,10.02,0.00,0.00,0.00,0.00,10.02,10.03,10.00,10.01,0.00,0.00,0.00,0.00,80.38,80.38,9.99,9.99,9.99,9.99,9.99,9.99,9.99,9.98,9.99,9.97,9.97,9.97,9.97,9.97,9999,9999,10001,9999,9999,9999,9998,10.00,10.00,10013,9997,Passed,Passed,Passed,Passed,9.99,9.99,0.01,0.01,89,88,86,82
S215000517,07/07/2022 21:20:12,16.56s,1,Failed,Binary Input 1 High,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0.1449,25.3058,4.9999,3.3215,2.4999,5.0092,23.9204,16.7479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Failed,Failed,Failed,Failed,Failed,Failed,Passed,Failed,Failed,Failed,Failed,Failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S215000517,07/07/2022 21:21:10,21.42s,1,Failed,Binary Input 6 Low,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0.1440,25.3064,4.9999,3.3214,2.4999,5.0092,23.9442,16.7415,Passed,Passed,011FE5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,Passed,Passed,Passed,Passed,Failed,Passed,Passed,Passed,Passed,Passed,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S215000517,07/07/2022 21:22:30,18.76s,2,Passed,,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0.1438,25.2991,4.9997,3.3212,2.4996,5.0092,24.0073,17.1169,Passed,Passed,011FE5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
